,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
1045,26526,1,,1,1.0,8,4,1,2,,3,3,3,1,4,1,1,5,3,Version 2,4.79789447784424,1,1,24,1,2,2,2,1,2,1.0,2,1,2
1046,26527,1,,1,1.0,8,4,1,5,,2,1,1,1,5,1,1,2,3,Version 2,1.10025942325592,1,1,24,1,2,2,1,1,1,1.0,3,1,1
1047,26528,1,,1,1.0,8,4,1,5,,2,1,1,2,7,1,1,5,3,Version 2,2.20051884651184,1,1,24,3,1,1,1,1,2,6.0,1,1,1
1048,26529,2,,1,,5,3,12,1,,2,1,1,1,5,1,3,2,3,Version 2,11.5245275497437,1,1,31,2,1,2,2,2,1,,3,1,2
1049,26530,2,,2,,6,11,6,3,,7,3,4,3,3,3,3,1,3,Version 2,.64274537563324,6,2,31,2,2,2,3,2,1,,3,3,3
1050,26531,2,,1,,7,4,4,4,,1,2,5,3,1,1,3,5,3,Version 2,1.36923480033875,1,1,31,3,1,2,3,2,2,,1,3,3
1051,26532,1,,2,,8,4,6,4,,2,1,2,1,5,1,3,2,3,Version 2,.370782464742661,2,1,31,3,2,3,1,1,2,,4,1,5
1052,26533,1,,1,,3,2,6,5,,2,1,1,2,7,1,3,2,3,Version 2,1.43974936008453,1,1,31,1,1,3,1,1,2,,1,1,1
1053,26534,1,,1,,6,7,4,5,,5,3,3,1,4,2,3,1,3,Version 2,1.45646440982819,3,2,31,1,1,1,1,1,2,,1,1,1
1054,26535,1,,1,,7,4,13,5,,2,1,1,2,7,1,3,5,3,Version 2,.560672461986542,1,1,31,1,1,3,1,1,2,,1,1,1
1055,26536,1,,1,,6,3,4,5,,2,1,1,2,7,1,3,2,3,Version 2,.669952809810638,1,1,31,1,1,2,1,1,2,,1,4,1
1057,26538,2,,2,,8,4,1,1,,1,2,6,3,1,1,3,2,3,Version 2,3.79072117805481,2,1,31,2,1,2,2,2,3,,2,2,5
1058,26539,1,,1,,5,7,12,1,,4,1,1,2,7,2,3,3,3,Version 2,13.7317028045654,3,2,31,2,1,1,1,1,2,,1,1,1
1059,26540,1,,2,,6,13,9,5,,8,3,4,1,4,4,3,3,3,Version 2,.988815367221832,7,2,31,1,1,1,1,1,2,,1,4,1
1060,26541,1,,2,,2,5,8,4,,5,3,4,1,4,2,3,3,3,Version 2,5.27244424819946,4,2,31,3,2,1,2,2,2,,1,1,1
1061,26542,1,,1,,8,8,8,1,,4,1,1,3,5,2,3,5,3,Version 2,1.35521590709686,3,2,31,3,2,1,2,2,3,,3,1,1
1062,26543,2,,1,,8,4,7,2,,1,2,5,3,1,1,3,2,3,Version 2,.724501371383667,1,1,31,2,1,2,2,2,1,,2,1,2
1064,26545,1,,1,,3,2,3,4,,2,1,1,2,7,1,3,2,3,Version 2,5.13272857666016,1,1,31,3,1,1,3,1,2,,1,4,1
1065,26546,2,,2,,6,3,9,5,,1,2,6,1,2,1,3,1,2,Version 2,1.5579833984375,2,1,31,2,1,2,2,2,1,,2,3,2
1066,26547,2,,1,,8,4,5,1,,1,2,5,3,1,1,3,1,1,Version 2,1.6300585269928,1,1,31,2,1,2,2,2,1,,2,3,1
1067,26548,2,,2,,8,4,11,3,,3,4,4,3,3,1,3,5,3,Version 2,1.36493194103241,2,1,31,2,2,2,2,2,1,,2,4,2
1069,26550,1,,1,,8,4,3,5,,2,1,1,2,7,1,3,1,1,Version 2,.762455463409424,1,1,31,1,1,1,1,1,2,,1,1,1
1070,26551,1,,2,,6,3,4,5,,2,1,2,2,7,1,3,2,3,Version 2,1.60088968276978,2,1,31,1,1,1,1,1,2,,1,1,1
1071,26552,1,,1,,8,4,4,5,,2,1,1,2,7,1,3,1,1,Version 2,.381227731704712,1,1,31,1,1,1,1,1,2,,1,1,2
1072,26553,1,,1,,8,8,12,1,,4,1,1,3,5,2,3,3,3,Version 2,.885928869247437,3,2,31,2,2,1,1,2,3,,1,4,1
1073,26554,1,,1,,8,8,12,5,,4,1,1,2,7,2,3,1,3,Version 2,.414390832185745,3,2,31,1,1,1,1,1,4,,1,2,1
1074,26555,1,,1,,8,4,5,1,,2,1,1,1,5,1,3,1,1,Version 2,2.49351978302002,1,1,31,3,4,1,3,3,4,,4,5,5
1075,26556,1,,2,,8,4,3,5,,3,3,4,2,6,1,3,5,3,Version 2,.425528854131699,2,1,31,1,1,3,1,1,4,,1,1,2
1076,26557,1,,1,,8,4,11,1,,2,1,1,3,5,1,3,1,1,Version 2,1.6300585269928,1,1,31,1,1,1,1,2,2,,2,1,2
1077,26558,1,,2,,8,4,8,5,,3,3,4,2,6,1,3,1,2,Version 2,.151827499270439,2,1,31,1,2,3,1,1,1,,1,1,1
1078,26559,2,,2,,7,4,2,3,,3,4,4,2,6,1,3,1,2,Version 2,.752778053283691,2,1,31,2,1,2,2,2,1,,3,3,3
1079,26560,2,,2,,2,13,3,5,,1,2,6,3,1,6,3,5,3,Version 2,2.21438431739807,7,2,31,2,1,2,2,2,3,,2,3,4
1080,26561,2,,2,,6,3,9,1,,1,2,6,3,1,1,3,1,2,Version 2,6.66164636611938,2,1,31,2,1,2,2,2,3,,3,2,4
1081,26562,2,,1,,7,4,10,1,,2,1,1,3,5,1,3,1,1,Version 2,2.39733052253723,1,1,31,2,1,2,2,2,1,,2,3,4
1083,26564,2,,2,,7,4,9,4,,3,3,4,3,3,1,3,1,2,Version 2,.54531055688858,2,1,31,2,1,2,2,2,3,,2,3,2
1084,26565,2,,1,,7,4,10,1,,1,2,5,3,1,1,3,1,1,Version 2,2.39733052253723,1,1,31,3,1,2,3,3,3,,2,1,5
1085,26566,2,,1,,8,4,3,5,,1,2,5,3,1,1,3,1,1,Version 2,.381227731704712,1,1,31,2,2,2,3,2,1,,3,3,4
1086,26567,2,,1,,8,4,9,2,,1,2,5,3,1,1,3,3,3,Version 2,.724501371383667,1,1,31,2,1,2,2,2,1,,2,3,3
1087,26568,2,,1,,3,2,3,4,,1,2,5,3,1,1,3,5,3,Version 2,3.51605463027954,1,1,31,2,1,2,2,2,1,,3,3,4
1088,26569,2,,2,,8,4,7,1,,1,2,6,3,1,1,3,1,2,Version 2,.649186015129089,2,1,31,2,1,2,2,2,1,,2,2,4
1089,26570,2,,2,,7,4,11,1,,3,3,4,1,4,1,3,1,2,Version 2,2.86427760124207,2,1,31,2,2,2,2,2,3,,3,2,4
1090,26571,2,,1,,8,4,11,4,,3,3,3,3,3,1,3,5,3,Version 2,.356043338775635,1,1,31,2,3,2,2,1,2,,2,5,2
1093,26574,1,,2,,7,4,1,4,2.0,3,3,4,3,3,1,1,1,2,Version 2,1.05198979377747,2,1,29,2,2,2,2,2,1,,3,3,3
1094,26575,1,,2,,2,13,1,5,2.0,8,3,4,2,6,5,1,5,3,Version 2,9.22712230682373,7,2,29,1,1,2,1,1,2,,1,2,1
1095,26576,1,,1,,8,12,2,2,1.0,6,1,1,2,7,3,1,5,3,Version 2,1.46898281574249,5,2,29,1,1,1,1,1,2,,1,1,1
1096,26577,1,,2,,8,13,2,1,2.0,8,3,4,3,3,6,1,5,3,Version 2,2.03828501701355,7,2,29,2,2,2,2,2,1,,4,2,3
1097,26578,1,,2,,4,10,2,4,1.0,7,3,4,1,4,4,1,5,3,Version 2,2.12797999382019,6,2,29,2,2,2,3,2,3,,2,4,2
1098,26579,1,,1,,8,4,1,4,2.0,2,1,1,2,7,1,1,3,3,Version 2,.224507510662079,1,1,29,3,1,2,1,2,3,,1,1,1
1099,26580,1,,1,,8,4,1,4,2.0,2,1,1,2,7,1,1,3,3,Version 2,.673522531986237,1,1,29,1,2,1,1,1,2,,1,1,1
1100,26581,1,,2,,6,3,1,4,2.0,2,1,2,1,5,1,1,3,3,Version 2,.942774474620819,2,1,29,1,1,2,1,1,2,,2,1,3
1101,26582,1,,2,,3,2,1,5,2.0,3,3,4,1,4,1,1,3,3,Version 2,1.10616636276245,2,1,29,2,1,1,1,1,2,,2,4,2
1102,26583,1,,1,,6,13,3,2,2.0,8,1,1,2,7,6,1,5,3,Version 2,1.369215965271,7,2,29,1,1,1,1,1,2,,1,1,1
1103,26584,1,,1,,8,4,2,2,2.0,2,1,1,2,7,1,1,2,3,Version 2,2.04032588005066,1,1,29,1,1,1,1,1,2,,1,1,2
1104,26585,1,,2,,5,11,2,2,1.0,6,1,2,3,5,3,1,2,3,Version 2,2.75747299194336,6,2,29,2,1,2,1,2,1,,2,3,4
1105,26586,1,,2,,8,4,2,2,2.0,2,1,2,3,5,1,1,5,3,Version 2,.556637942790985,2,1,29,1,2,2,1,1,2,,2,1,3
1106,26587,1,,1,,7,4,2,2,2.0,2,1,1,1,5,1,1,5,3,Version 2,1.02778339385986,1,1,29,1,1,3,1,1,2,,1,1,2
1108,26589,1,,2,,3,2,3,2,2.0,3,3,4,3,3,1,1,5,3,Version 2,6.13758993148804,2,1,29,2,2,2,2,1,2,,2,2,2
1109,26590,1,,1,,8,4,1,2,2.0,2,1,1,1,5,1,1,3,3,Version 2,.534510791301727,1,1,29,2,4,3,2,3,4,,2,5,3
1110,26591,1,,1,,6,11,1,3,1.0,7,4,3,1,4,3,1,3,3,Version 2,.508828043937683,5,2,29,1,1,1,1,1,2,,2,1,3
1111,26592,1,,1,,6,3,2,3,2.0,1,2,5,3,1,1,1,5,3,Version 2,2.12019157409668,1,1,29,2,1,2,2,2,1,,2,3,4
1112,26593,1,,1,,8,12,2,1,1.0,7,4,3,3,3,3,1,2,3,Version 2,3.21648955345154,5,2,29,2,2,1,2,2,1,,2,1,1
1113,26594,1,,1,,8,12,2,2,1.0,1,2,5,3,1,3,1,5,3,Version 2,.979321837425232,5,2,29,2,1,2,2,2,1,,2,3,4
1115,26596,1,,1,,8,4,1,5,2.0,1,2,5,3,1,1,1,3,3,Version 2,.183862075209618,1,1,29,2,1,2,2,2,1,,2,3,3
1116,26597,1,,2,,8,13,1,2,2.0,8,4,4,3,3,4,1,3,3,Version 2,.51572459936142,7,2,29,2,2,2,2,2,1,,2,3,5
1154,26635,2,,2,,6,3,2,2,,1,2,6,3,1,1,2,2,3,Version 2,2.62360405921936,2,1,14,2,1,2,2,2,3,,2,4,4
1155,26636,2,,2,,6,3,3,5,,1,2,6,1,2,1,2,1,2,Version 2,1.38052272796631,2,1,14,2,1,2,2,2,3,,2,3,5
1156,26637,1,,1,,8,4,2,4,,2,1,1,1,5,1,2,2,3,Version 2,.412480980157852,1,1,14,1,2,1,1,1,2,,1,1,1
1157,26638,1,,1,,8,4,2,5,,2,1,1,2,7,1,2,2,3,Version 2,.168902158737183,1,1,14,1,1,2,1,1,2,,1,4,1
1159,26640,3,,2,,7,4,4,2,,3,3,4,3,3,1,2,2,3,Version 2,1.50407874584198,2,1,14,2,1,2,3,2,1,,2,1,4
1160,26641,1,,2,,8,8,1,5,,5,3,4,1,4,2,2,5,3,Version 2,.292473673820496,4,2,14,1,1,3,1,1,2,,1,1,4
1162,26643,1,,1,,7,4,3,4,,3,3,3,1,4,1,2,1,1,Version 2,.909955024719238,1,1,14,3,1,1,1,1,2,,2,1,2
1163,26644,1,,1,,8,4,3,4,,2,1,1,2,7,1,2,1,1,Version 2,.412480980157852,1,1,14,1,2,2,1,1,2,,1,1,1
1165,26646,2,,2,,7,4,6,1,,3,3,4,1,4,1,3,5,3,Version 2,.825390517711639,2,1,15,2,2,2,3,2,3,,4,3,3
1167,26648,1,,2,,8,4,6,5,,2,1,2,2,7,1,3,2,3,Version 2,.262510120868683,2,1,15,1,2,1,1,1,2,,2,4,1
1168,26649,2,,2,,8,4,5,2,,1,2,6,3,1,1,3,5,3,Version 2,1.49665606021881,2,1,15,2,2,2,2,2,1,,2,3,2
1189,26670,1,,2,,8,4,1,5,,1,2,6,1,2,1,4,1,2,Version 2,.601553618907928,2,1,17,1,3,1,1,2,4,,2,5,1
1191,26672,1,,2,,3,2,2,1,,2,1,2,3,5,1,4,5,3,Version 2,11.531153678894,2,1,17,2,2,1,2,1,2,,2,1,1
1250,26731,1,1.0,1,1.0,8,4,7,1,,2,1,1,3,5,1,2,5,3,Version 2,2.24719738960266,1,1,33,1,1,3,1,2,4,1.0,2,1,3
1251,26732,2,2.0,1,1.0,8,4,8,2,,1,2,5,3,1,1,2,1,1,Version 2,.652931451797485,1,1,33,2,2,2,2,2,1,2.0,2,3,2
1252,26733,1,1.0,2,1.0,8,8,11,1,,4,1,2,2,7,2,2,1,3,Version 2,2.54380106925964,4,2,33,1,2,1,1,1,2,3.0,1,1,1
1253,26734,1,1.0,1,1.0,8,4,14,1,,2,1,1,2,7,1,2,1,1,Version 2,2.24719738960266,1,1,33,1,1,1,1,1,2,1.0,4,1,1
1255,26736,2,2.0,2,2.0,8,4,12,5,,3,3,4,3,3,1,2,1,2,Version 2,.547316789627075,2,1,33,2,2,2,3,2,3,7.0,4,3,4
1256,26737,1,1.0,2,1.0,7,4,7,4,,2,1,2,2,7,1,2,1,2,Version 2,.982883930206299,2,1,33,1,1,1,1,1,2,2.0,1,1,1
1259,26740,2,2.0,2,2.0,8,4,6,1,,1,2,6,3,1,1,2,1,2,Version 2,3.57986903190613,2,1,33,2,3,2,2,2,3,1.0,3,3,3
1260,26741,2,2.0,1,2.0,8,4,2,1,,1,2,5,3,1,1,2,2,3,Version 2,2.93806624412537,1,1,33,2,3,2,3,2,1,2.0,2,1,4
1261,26742,1,2.0,1,1.0,8,8,11,3,,4,1,1,3,5,2,2,2,3,Version 2,.641975879669189,3,2,33,1,1,1,3,2,1,2.0,2,1,2
1262,26743,1,1.0,1,1.0,8,4,16,5,,2,1,1,2,7,1,2,1,1,Version 2,1.37427246570587,1,1,33,1,2,1,1,1,2,7.0,1,1,1
1263,26744,1,1.0,1,1.0,7,4,14,2,,2,1,1,2,7,1,2,2,3,Version 2,1.92053520679474,1,1,33,1,3,3,1,1,2,1.0,2,1,2
1264,26745,2,2.0,2,2.0,7,4,9,1,,3,3,4,3,3,1,2,1,2,Version 2,6.88354635238647,2,1,33,2,2,2,2,2,3,1.0,3,3,2
1265,26746,2,2.0,1,2.0,6,3,13,5,,1,2,5,3,1,1,2,2,3,Version 2,3.52553725242615,1,1,33,2,2,2,3,2,1,7.0,3,3,4
1266,26747,2,2.0,1,2.0,1,1,7,2,,1,2,5,1,2,1,2,2,3,Version 2,9.84399318695068,1,1,33,2,2,2,1,1,2,1.0,2,3,1
1267,26748,2,2.0,2,2.0,7,4,13,5,,1,2,6,3,1,1,2,2,3,Version 2,1.60987997055054,2,1,33,2,2,2,2,2,1,1.0,3,3,2
1268,26749,1,1.0,1,1.0,3,2,15,2,,3,3,3,1,4,1,2,3,3,Version 2,14.3986797332764,1,1,33,3,1,3,3,1,2,6.0,1,4,1
1347,26828,2,,2,,8,4,6,5,,3,3,4,1,4,1,2,1,2,Version 2,.692574918270111,2,1,11,2,1,2,2,2,1,,2,3,3
1348,26829,1,,1,,8,4,9,1,,2,1,1,2,7,1,2,1,1,Version 2,1.85891497135162,1,1,11,1,1,1,2,2,3,,1,1,1
1349,26830,1,,2,,8,4,8,5,,2,1,2,2,7,1,2,1,2,Version 2,.346287459135056,2,1,11,3,2,2,1,1,2,,2,1,4
1350,26831,2,,1,,6,3,14,3,,1,2,5,1,2,1,2,1,1,Version 2,1.28784132003784,1,1,11,2,1,2,2,2,1,,2,2,5
1351,26832,1,,1,,1,5,2,1,,4,1,1,2,7,2,2,1,3,Version 2,15.9332399368286,3,2,11,3,2,1,2,3,2,,1,3,2
1352,26833,1,,1,,5,7,2,4,,5,4,3,3,3,2,2,1,3,Version 2,2.09601140022278,3,2,11,1,2,2,1,1,1,,1,1,1
1353,26834,1,,1,,7,4,5,5,,3,3,3,1,4,1,2,1,1,Version 2,1.27877914905548,1,1,11,1,1,1,1,1,2,,1,1,1
1354,26835,1,,2,,8,4,14,4,,2,1,2,1,5,1,2,1,2,Version 2,.845678865909576,2,1,11,1,1,1,1,1,2,,2,1,1
1355,26836,1,,2,,6,3,7,4,,2,1,2,1,5,1,2,3,3,Version 2,.743079364299774,2,1,11,1,1,2,1,1,2,,1,1,1
1356,26837,1,,2,,8,8,1,4,,5,3,4,2,6,2,2,3,3,Version 2,.459622353315353,4,2,11,1,1,2,1,1,3,,1,4,1
1357,26838,2,,1,,7,8,16,2,,5,3,3,3,3,2,2,2,3,Version 2,1.01024210453033,3,2,11,2,3,2,2,1,1,,1,1,1
1358,26839,2,,1,,6,3,18,5,,3,3,3,1,4,1,2,2,3,Version 2,2.23060774803162,1,1,11,2,2,2,2,2,1,,3,2,4
1359,26840,1,,2,,8,4,12,1,,3,3,4,2,6,1,2,5,3,Version 2,1.4806604385376,2,1,11,3,1,2,2,2,3,,2,1,1
1360,26841,1,,2,,8,4,8,4,,3,3,4,1,4,1,2,1,2,Version 2,.845678865909576,2,1,11,1,1,1,1,1,2,,1,1,1
1361,26842,1,,2,,8,4,14,2,,2,1,2,1,5,1,2,1,2,Version 2,1.92138385772705,2,1,11,2,1,1,2,2,3,,3,3,4
1362,26843,1,,1,,8,12,17,5,,7,3,3,2,6,3,2,1,3,Version 2,.304620683193207,5,2,11,1,1,1,1,1,2,,1,1,1
1363,26844,1,,1,,7,8,7,1,,4,1,1,2,7,2,2,3,3,Version 2,4.45760059356689,3,2,11,1,1,1,2,1,2,,1,4,1
1364,26845,1,,1,,8,4,8,1,,2,1,1,1,5,1,2,1,1,Version 2,1.42180216312408,1,1,11,1,1,1,1,1,2,,1,4,1
1365,26846,1,,1,,8,4,7,5,,3,3,3,1,4,1,2,3,3,Version 2,.434751212596893,1,1,11,1,1,2,1,1,2,,2,1,2
1366,26847,1,,1,,5,3,9,5,,2,1,1,2,7,1,2,1,1,Version 2,1.05278098583221,1,1,11,2,1,1,1,1,2,,1,4,1
1369,26850,2,,2,,6,3,15,3,,3,3,4,1,4,1,2,1,2,Version 2,1.99659383296967,2,1,11,2,1,2,2,1,1,,2,1,2
1371,26852,2,,1,,8,4,14,1,,1,2,5,3,1,1,2,1,1,Version 2,1.85891497135162,1,1,11,2,2,2,3,2,1,,2,1,2
1398,26879,1,2.0,1,1.0,7,4,31,4,2.0,3,3,3,1,4,1,1,1,1,Version 2,1.03850448131561,1,1,4,3,1,2,1,3,2,2.0,3,5,2
1401,26882,1,1.0,1,1.0,8,12,51,2,1.0,6,1,1,2,7,3,1,1,3,Version 2,.957699716091156,5,2,4,2,1,1,1,2,2,1.0,1,1,2
1404,26885,4,4.0,1,3.0,5,13,8,2,2.0,8,4,3,1,4,4,1,1,3,Version 2,1.23438191413879,7,2,4,3,3,3,3,3,4,3.0,4,5,2
1405,26886,1,1.0,1,,3,2,27,5,2.0,3,3,3,1,4,1,1,1,1,Version 2,.961430430412292,1,1,4,1,1,1,3,3,2,,4,1,1
1406,26887,2,2.0,1,3.0,8,4,7,2,2.0,1,2,5,3,1,1,1,2,3,Version 2,2.83913588523865,1,1,4,2,2,2,2,2,1,2.0,2,3,2
1407,26888,1,1.0,1,1.0,6,7,16,2,2.0,5,4,3,2,6,2,1,3,3,Version 2,1.51379609107971,3,2,4,3,1,1,2,2,3,3.0,2,4,1
1408,26889,1,1.0,2,1.0,8,4,10,1,2.0,3,3,4,3,3,1,1,1,2,Version 2,.971633851528168,2,1,4,1,3,1,1,2,1,1.0,2,3,1
1409,26890,2,2.0,2,1.0,6,3,48,3,2.0,1,2,6,3,1,1,1,1,2,Version 2,1.64579498767853,2,1,4,2,2,2,2,2,1,,2,2,2
1410,26891,1,1.0,1,1.0,8,12,38,4,1.0,6,1,1,3,5,3,1,1,3,Version 2,.513449311256409,5,2,4,1,1,1,2,3,2,1.0,2,2,1
1411,26892,1,1.0,2,1.0,8,4,4,2,2.0,3,3,4,1,4,1,1,1,2,Version 2,.399802178144455,2,1,4,1,1,2,1,1,2,1.0,1,1,1
1413,26894,1,1.0,2,1.0,7,4,33,4,2.0,2,1,2,1,5,1,1,1,2,Version 2,.78037416934967,2,1,4,1,2,2,1,1,2,1.0,1,1,1
1414,26895,1,1.0,1,,8,8,5,4,2.0,4,1,1,1,5,2,1,1,3,Version 2,.952972054481506,3,2,4,1,2,1,1,1,2,3.0,1,3,1
1415,26896,2,2.0,2,3.0,7,4,35,5,2.0,3,4,4,3,3,1,1,2,3,Version 2,2.04931330680847,2,1,4,2,1,2,2,2,1,1.0,3,3,4
1418,26899,2,2.0,2,4.0,8,13,21,2,,1,2,6,3,1,6,1,1,3,Version 2,1.10057938098907,7,2,4,2,4,2,2,2,1,1.0,2,3,4
1419,26900,1,1.0,2,1.0,7,4,41,2,2.0,2,1,2,1,5,1,1,1,2,Version 2,1.4300616979599,2,1,4,3,1,3,1,1,2,7.0,1,1,2
1420,26901,1,1.0,2,1.0,8,13,7,5,2.0,8,1,2,3,5,4,1,2,3,Version 2,.646406054496765,7,2,4,2,2,2,1,1,1,6.0,2,2,2
1421,26902,1,1.0,2,1.0,8,12,11,2,1.0,6,1,2,2,7,3,1,1,3,Version 2,.725475370883942,6,2,4,1,1,3,1,1,2,1.0,1,1,3
1422,26903,1,1.0,1,1.0,8,13,21,2,2.0,8,1,1,2,7,4,1,1,3,Version 2,.800816178321838,7,2,4,1,1,1,1,1,2,2.0,1,1,1
1423,26904,1,1.0,2,1.0,4,2,53,2,2.0,3,3,4,1,4,1,1,1,2,Version 2,11.7630033493042,2,1,4,2,1,2,1,1,2,7.0,1,1,2
1424,26905,1,1.0,2,1.0,8,4,4,5,2.0,2,1,2,1,5,1,1,5,3,Version 2,.763901591300964,2,1,4,1,2,2,1,1,2,7.0,1,1,3
1425,26906,1,1.0,2,1.0,8,4,10,2,2.0,1,2,6,3,1,1,1,1,2,Version 2,1.11624181270599,2,1,4,1,1,2,3,2,2,7.0,4,4,2
1426,26907,1,1.0,1,1.0,8,4,24,4,2.0,2,1,1,1,5,1,1,2,3,Version 2,2.16640949249268,1,1,4,3,1,1,1,1,2,2.0,1,5,1
1427,26908,1,1.0,1,1.0,8,12,34,3,1.0,6,1,1,3,5,3,1,3,3,Version 2,.331996589899063,5,2,4,3,3,1,3,3,2,2.0,2,3,1
1428,26909,1,1.0,1,1.0,8,4,50,2,2.0,2,1,1,2,7,1,1,1,1,Version 2,2.88978838920593,1,1,4,1,2,1,1,1,2,2.0,1,1,1
1429,26910,1,1.0,1,,1,13,1,1,2.0,8,3,3,3,3,6,1,5,3,Version 2,6.49028873443604,7,2,4,3,1,2,2,2,1,7.0,1,1,2
1431,26912,1,1.0,2,1.0,8,4,7,5,2.0,2,1,2,2,7,1,1,1,2,Version 2,.763901591300964,2,1,4,1,1,2,1,1,4,7.0,2,1,4
1432,26913,1,1.0,2,1.0,8,4,36,5,2.0,2,1,2,2,7,1,1,1,2,Version 2,.190975397825241,2,1,4,1,2,1,1,1,2,1.0,1,4,1
1433,26914,1,1.0,1,1.0,8,4,26,2,2.0,2,1,1,2,7,1,1,1,1,Version 2,3.53082942962646,1,1,4,1,2,1,1,1,2,4.0,1,1,1
1434,26915,1,1.0,1,1.0,8,4,2,5,2.0,2,1,1,2,7,1,1,5,3,Version 2,2.52988219261169,1,1,4,1,1,1,1,1,2,7.0,1,1,1
1435,26916,1,3.0,2,1.0,5,3,42,5,2.0,3,4,4,1,4,1,1,1,2,Version 2,1.68694508075714,2,1,4,1,1,1,1,1,2,2.0,1,1,2
1436,26917,2,2.0,2,3.0,6,3,4,5,2.0,1,2,6,3,1,1,1,1,2,Version 2,.679440438747406,2,1,4,2,1,2,2,2,3,3.0,2,3,1
1437,26918,1,4.0,1,1.0,8,12,51,3,1.0,7,3,3,1,4,3,1,1,3,Version 2,1.08869469165802,5,2,4,1,1,1,1,1,2,1.0,1,1,1
1438,26919,2,2.0,1,1.0,8,4,42,5,2.0,1,2,5,1,2,1,1,1,1,Version 2,.452061176300049,1,1,4,2,1,2,1,3,2,1.0,2,2,1
1439,26920,1,1.0,2,1.0,6,3,20,4,2.0,3,3,4,1,4,1,1,2,3,Version 2,1.62803876399994,2,1,4,1,1,2,1,1,2,7.0,1,1,1
1441,26922,2,2.0,1,3.0,6,3,3,2,2.0,1,2,5,3,1,1,1,1,1,Version 2,1.40941679477692,1,1,4,2,2,2,2,2,1,2.0,2,2,5
1442,26923,2,2.0,2,1.0,4,13,35,2,2.0,1,2,6,2,2,6,1,1,3,Version 2,2.84866523742676,7,2,4,2,1,2,1,1,1,5.0,4,1,1
1443,26924,2,2.0,2,3.0,7,4,23,1,2.0,1,2,6,3,1,1,1,2,3,Version 2,2.90966391563416,2,1,4,2,1,2,2,2,3,2.0,3,2,5
1444,26925,1,1.0,1,1.0,4,2,33,5,2.0,2,1,1,1,5,1,1,3,3,Version 2,1.21622860431671,1,1,4,1,1,2,1,1,2,3.0,1,5,2
1445,26926,1,2.0,2,1.0,6,3,37,5,2.0,1,2,6,1,2,1,1,3,3,Version 2,.505901753902435,2,1,4,3,2,2,1,1,2,1.0,2,1,1
1446,26927,2,2.0,2,,8,4,46,5,2.0,1,2,6,3,1,1,1,2,3,Version 2,.777530312538147,2,1,4,2,2,2,2,2,3,2.0,2,3,4
1447,26928,1,1.0,2,1.0,3,6,28,4,2.0,4,1,2,2,7,2,1,1,3,Version 2,1.57100892066956,4,2,4,3,1,1,2,1,3,3.0,1,1,1
1448,26929,2,2.0,2,3.0,6,3,32,2,2.0,1,2,6,1,2,1,1,1,2,Version 2,1.05909264087677,2,1,4,2,1,2,2,2,3,1.0,3,3,4
1449,26930,1,1.0,1,1.0,7,12,28,1,1.0,6,1,1,3,5,3,1,3,3,Version 2,3.04509902000427,5,2,4,3,1,1,3,3,4,1.0,1,4,1
1450,26931,1,1.0,1,1.0,5,11,36,1,1.0,6,1,1,3,5,3,1,1,3,Version 2,4.22766971588135,5,2,4,3,1,1,3,2,2,1.0,1,3,1
1451,26932,1,1.0,1,1.0,3,2,6,5,2.0,2,1,1,2,7,1,1,1,1,Version 2,1.81006491184235,1,1,4,3,1,1,2,1,2,7.0,1,4,1
1452,26933,1,1.0,1,1.0,8,4,17,4,2.0,2,1,1,2,7,1,1,1,1,Version 2,.887262761592865,1,1,4,1,1,1,1,1,2,7.0,1,1,1
1453,26934,1,1.0,1,1.0,3,2,44,2,2.0,2,1,1,2,7,1,1,1,1,Version 2,4.02546072006226,1,1,4,1,1,1,1,1,2,7.0,1,1,1
1454,26935,1,1.0,1,1.0,1,5,3,3,2.0,4,1,1,2,7,2,1,1,3,Version 2,2.16202688217163,3,2,4,3,1,1,2,2,2,3.0,1,1,1
1455,26936,1,1.0,1,1.0,8,4,12,4,2.0,2,1,1,2,7,1,1,3,3,Version 2,1.05979466438293,1,1,4,1,2,1,1,1,2,7.0,1,1,1
1456,26937,2,2.0,1,1.0,8,4,52,3,2.0,1,2,5,3,1,1,1,1,1,Version 2,.916752517223358,1,1,4,2,3,2,2,2,1,2.0,2,3,2
1458,26939,1,1.0,2,1.0,8,12,35,1,1.0,6,1,2,1,5,3,1,1,3,Version 2,1.93204474449158,6,2,4,1,1,1,3,2,2,7.0,2,1,3
1459,26940,2,2.0,2,4.0,5,11,23,1,1.0,1,2,6,1,2,4,1,2,3,Version 2,8.53317546844482,6,2,4,2,1,2,2,2,3,1.0,4,2,5
1460,26941,2,2.0,2,4.0,2,1,11,3,2.0,3,4,4,3,3,1,1,1,2,Version 2,3.919189453125,2,1,4,2,1,2,3,1,1,7.0,2,1,3
