,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ELECTSECFOREIGN18,KAVANAUGH18,TRUMP4,VOTE2016,TRUMPFP18,CONTROLHOUSE,VETVOTER,FTVOTER18,ABORTION18
201,25681,1,1.0,2,1.0,2,9,42,4,1.0,6,1,2,2,7,3,1,1,3,Version 1,1.53765070438385,6,2,4,1,2,1,1,3,1,2.0,1.0,1
202,25682,1,1.0,2,1.0,3,2,52,4,2.0,2,1,2,3,5,1,1,3,3,Version 1,9.56068992614746,2,1,4,2,2,1,4,2,1,2.0,1.0,1
205,25685,1,1.0,2,,7,8,31,3,2.0,4,1,2,2,7,2,1,1,3,Version 1,1.12791335582733,4,2,4,2,2,1,1,3,1,2.0,2.0,1
206,25686,2,2.0,1,,3,10,3,2,1.0,1,2,5,3,1,3,1,1,3,Version 1,2.40164542198181,5,2,4,1,1,4,2,2,2,2.0,2.0,2
207,25687,1,1.0,2,1.0,8,8,26,5,2.0,4,1,2,2,7,2,1,2,3,Version 1,.81684672832489,4,2,4,2,2,1,1,3,1,2.0,2.0,1
208,25688,1,1.0,1,1.0,2,9,22,4,1.0,7,3,3,2,6,3,1,3,3,Version 1,1.73883008956909,5,2,4,2,2,1,1,3,1,2.0,2.0,1
209,25689,1,1.0,2,,1,9,14,4,1.0,7,4,4,2,6,3,1,1,3,Version 1,3.84082937240601,6,2,4,2,2,1,4,2,1,2.0,1.0,1
211,25691,2,2.0,2,,8,4,42,4,2.0,1,2,6,3,1,1,1,1,2,Version 1,.26183757185936,2,1,4,1,1,3,2,3,2,2.0,2.0,1
212,25692,1,1.0,2,1.0,3,10,12,5,1.0,7,3,4,2,6,3,1,3,3,Version 1,1.85055065155029,6,2,4,2,2,1,1,3,1,2.0,2.0,1
213,25693,1,1.0,2,1.0,7,13,4,3,2.0,8,1,2,1,5,4,1,5,3,Version 1,.384195983409882,7,2,4,2,2,1,3,3,1,1.0,2.0,1
214,25694,1,1.0,1,1.0,6,3,2,4,2.0,2,1,1,2,7,1,1,2,3,Version 1,1.37195527553558,1,1,4,2,2,1,1,3,1,2.0,2.0,1
215,25695,2,2.0,2,1.0,6,3,9,5,2.0,3,3,4,3,3,1,1,2,3,Version 1,.36261385679245,2,1,4,1,1,3,2,2,2,2.0,2.0,2
216,25696,1,1.0,1,1.0,1,1,3,2,2.0,3,4,3,1,4,1,1,2,3,Version 1,3.45989918708801,1,1,4,3,2,1,4,3,3,2.0,1.0,1
217,25697,1,1.0,1,1.0,3,10,27,2,1.0,6,1,1,2,7,3,1,1,3,Version 1,2.84961128234863,5,2,4,2,3,1,1,3,1,2.0,2.0,1
218,25698,1,1.0,2,1.0,1,9,22,2,1.0,7,3,4,2,6,3,1,1,3,Version 1,1.27093005180359,6,2,4,2,2,2,4,3,1,2.0,1.0,1
219,25699,1,1.0,2,1.0,4,10,25,5,1.0,6,1,2,2,7,3,1,1,3,Version 1,.651287138462067,6,2,4,2,2,1,1,3,1,2.0,2.0,1
221,25701,1,1.0,1,,4,13,33,4,2.0,8,1,1,1,5,5,1,3,3,Version 1,7.72204494476318,7,2,4,2,2,1,1,3,1,2.0,2.0,1
222,25702,1,1.0,2,1.0,7,8,13,5,2.0,4,1,2,2,7,2,1,1,3,Version 1,1.42932629585266,4,2,4,2,2,1,1,3,1,2.0,2.0,1
223,25703,1,1.0,1,,5,11,47,2,1.0,6,1,1,1,5,3,1,1,3,Version 1,1.03168439865112,5,2,4,1,3,2,1,2,1,2.0,2.0,1
224,25704,2,1.0,2,,3,2,11,5,2.0,1,2,6,1,2,1,1,1,2,Version 1,2.12534427642822,2,1,4,1,3,1,3,3,1,2.0,2.0,1
225,25705,2,2.0,2,3.0,6,11,23,1,1.0,1,2,6,3,1,1,1,2,3,Version 1,2.29305219650269,6,2,4,1,1,3,4,1,2,1.0,1.0,3
226,25706,1,1.0,2,1.0,6,13,40,2,2.0,8,1,2,3,5,6,1,1,3,Version 1,1.880166888237,7,2,4,2,2,1,1,3,1,1.0,2.0,1
228,25708,2,,2,,2,13,39,4,2.0,8,3,4,1,4,5,1,1,3,Version 1,9.7637357711792,7,2,4,2,2,2,3,3,3,2.0,2.0,1
229,25709,3,,2,1.0,7,4,7,2,2.0,2,1,2,2,7,1,1,2,3,Version 1,.911627113819122,2,1,4,2,2,1,3,2,1,2.0,2.0,2
230,25710,2,2.0,2,,6,7,30,4,2.0,5,4,4,3,3,2,1,1,3,Version 1,.444926381111145,4,2,4,1,1,3,2,1,2,1.0,2.0,2
231,25711,2,2.0,1,3.0,6,3,23,5,2.0,1,2,5,3,1,1,1,1,1,Version 1,1.07809102535248,1,1,4,2,1,3,2,1,2,2.0,2.0,2
232,25712,1,1.0,2,1.0,3,2,11,5,2.0,3,3,4,1,4,1,1,1,2,Version 1,5.02570199966431,2,1,4,1,2,1,1,3,1,2.0,2.0,1
233,25713,1,1.0,1,1.0,7,4,5,2,2.0,2,1,1,2,7,1,1,1,1,Version 1,1.64865791797638,1,1,4,2,2,1,1,3,1,2.0,2.0,1
235,25715,2,2.0,1,1.0,8,4,4,3,2.0,2,1,1,1,5,1,1,5,3,Version 1,.685810983181,1,1,4,1,1,4,2,1,2,2.0,2.0,1
236,25716,2,2.0,2,1.0,8,4,7,5,2.0,3,3,4,3,3,1,1,1,2,Version 1,.486967802047729,2,1,4,1,1,4,2,1,2,1.0,2.0,2
237,25717,1,1.0,1,1.0,7,4,4,4,2.0,2,1,1,2,7,1,1,5,3,Version 1,.662019610404968,1,1,4,2,2,1,1,3,1,2.0,2.0,1
238,25718,2,2.0,2,1.0,8,4,36,2,2.0,1,2,6,3,1,1,1,1,2,Version 1,1.01945471763611,2,1,4,2,1,3,2,1,2,1.0,2.0,3
239,25719,2,2.0,1,3.0,7,12,22,5,1.0,1,2,5,3,1,1,1,2,3,Version 1,2.1452317237854,5,2,4,1,1,4,2,2,2,2.0,2.0,2
240,25720,1,1.0,2,1.0,8,4,30,1,2.0,3,3,4,1,4,1,1,1,2,Version 1,1.10174059867859,2,1,4,2,2,1,1,3,1,1.0,2.0,1
241,25721,1,1.0,2,1.0,6,3,19,2,2.0,2,1,2,2,7,1,1,3,3,Version 1,1.65491056442261,2,1,4,2,2,1,1,3,1,2.0,2.0,1
242,25722,2,2.0,2,,8,4,49,3,2.0,1,2,6,1,2,1,1,2,3,Version 1,1.17957234382629,2,1,4,2,1,3,2,1,2,1.0,2.0,1
243,25723,2,2.0,2,,8,13,38,5,2.0,1,2,6,3,1,5,1,1,3,Version 1,.735248386859894,7,2,4,3,1,3,2,1,2,2.0,2.0,2
244,25724,2,2.0,1,1.0,6,3,42,5,2.0,2,1,1,2,7,1,1,2,3,Version 1,.512629568576813,1,1,4,1,3,1,3,3,1,2.0,2.0,1
246,25726,2,2.0,2,1.0,8,4,36,4,2.0,3,3,4,3,3,1,1,1,2,Version 1,.625506401062012,2,1,4,2,1,3,2,1,2,1.0,2.0,1
247,25727,1,,1,,3,10,34,4,1.0,7,3,3,1,4,3,1,3,3,Version 1,3.13081026077271,5,2,4,2,2,1,3,3,1,2.0,1.0,1
248,25728,1,1.0,1,1.0,8,4,11,4,2.0,3,3,3,2,6,1,1,1,1,Version 1,1.35118401050568,1,1,4,3,3,1,1,3,1,2.0,2.0,1
249,25729,1,1.0,2,1.0,6,13,50,2,2.0,8,1,2,3,5,5,1,1,3,Version 1,5.99121332168579,7,2,4,1,2,4,4,3,1,2.0,2.0,1
250,25730,1,1.0,1,1.0,7,4,3,2,2.0,2,1,1,2,7,1,1,1,1,Version 1,3.23689413070679,1,1,4,2,2,1,1,3,1,2.0,2.0,1
251,25731,2,2.0,1,,8,4,23,2,2.0,1,2,5,3,1,1,1,1,1,Version 1,1.80987620353699,1,1,4,3,1,3,2,1,2,2.0,2.0,2
252,25732,1,1.0,2,1.0,8,4,2,4,2.0,2,1,2,2,7,1,1,1,2,Version 1,1.14162838459015,2,1,4,2,2,1,1,3,1,2.0,2.0,1
253,25733,1,1.0,2,1.0,7,4,48,1,2.0,2,1,2,1,5,1,1,1,2,Version 1,6.29604864120483,2,1,4,2,1,1,1,3,1,2.0,2.0,1
254,25734,2,2.0,1,3.0,4,13,50,5,2.0,8,3,3,1,4,5,1,1,3,Version 1,15.7706575393677,7,2,4,1,1,3,1,1,2,2.0,1.0,3
255,25735,1,1.0,2,1.0,8,8,14,4,2.0,4,1,2,2,7,2,1,1,3,Version 1,.612591862678528,4,2,4,1,2,2,1,3,1,1.0,2.0,1
256,25736,2,2.0,1,1.0,7,4,5,4,2.0,2,1,1,1,5,1,1,1,1,Version 1,1.93727004528046,1,1,4,1,1,4,2,1,2,2.0,2.0,1
257,25737,1,1.0,1,1.0,6,11,7,1,1.0,6,1,1,1,5,1,1,1,3,Version 1,3.09479355812073,5,2,4,2,2,1,1,2,1,2.0,2.0,1
258,25738,2,2.0,2,3.0,8,4,49,5,2.0,1,2,6,3,1,1,1,1,2,Version 1,.518485188484192,2,1,4,2,1,4,2,3,2,1.0,2.0,1
259,25739,1,1.0,1,1.0,8,4,7,3,2.0,2,1,1,1,5,1,1,2,3,Version 1,.342905282974243,1,1,4,2,1,2,2,1,2,2.0,2.0,1
260,25740,1,1.0,2,1.0,7,4,2,5,2.0,3,3,4,2,6,1,1,5,3,Version 1,3.24931406974792,2,1,4,2,2,1,1,3,1,2.0,2.0,1
261,25741,1,1.0,1,1.0,8,4,14,2,2.0,3,3,3,1,4,1,1,1,1,Version 1,.768552422523499,1,1,4,2,2,1,3,3,1,2.0,2.0,1
262,25742,2,2.0,2,1.0,4,2,4,2,2.0,1,2,6,3,1,1,1,1,2,Version 1,1.84179294109344,2,1,4,3,1,3,2,1,2,1.0,2.0,1
263,25743,2,2.0,2,1.0,8,4,23,2,2.0,3,3,4,3,3,1,1,1,2,Version 1,.509727001190186,2,1,4,1,1,4,1,3,2,1.0,2.0,2
264,25744,1,2.0,2,,8,4,7,2,2.0,3,3,4,3,3,1,1,1,2,Version 1,.509727001190186,2,1,4,1,1,4,2,2,2,2.0,2.0,1
265,25745,2,2.0,2,3.0,8,4,51,1,2.0,1,2,6,3,1,1,1,1,2,Version 1,5.04353809356689,2,1,4,1,1,3,2,1,2,2.0,2.0,1
266,25746,1,1.0,2,1.0,7,4,49,1,2.0,2,1,2,2,7,1,1,1,2,Version 1,4.72035789489746,2,1,4,2,2,1,1,3,1,2.0,2.0,1
267,25747,1,1.0,1,1.0,6,13,18,2,2.0,8,1,1,1,5,5,1,3,3,Version 1,15.9420204162598,7,2,4,2,2,1,1,3,1,2.0,2.0,1
268,25748,1,1.0,1,1.0,8,4,11,5,2.0,2,1,1,2,7,1,1,1,1,Version 1,.52595990896225,1,1,4,2,2,1,1,3,1,2.0,2.0,1
270,25750,1,1.0,1,1.0,6,13,7,5,2.0,8,3,3,1,4,5,1,1,3,Version 1,1.66389918327332,7,2,4,2,2,1,1,3,1,2.0,2.0,1
271,25751,1,1.0,1,1.0,7,4,13,3,2.0,2,1,1,2,7,1,1,1,1,Version 1,1.11930072307587,1,1,4,2,2,1,1,3,1,2.0,2.0,1
272,25752,1,1.0,2,,8,4,36,5,2.0,2,1,2,3,5,1,1,1,2,Version 1,.243483707308769,2,1,4,3,2,1,1,3,1,2.0,2.0,1
273,25753,1,1.0,2,1.0,8,12,47,5,1.0,1,2,6,3,1,6,1,2,3,Version 1,.215297371149063,6,2,4,2,2,1,1,3,1,1.0,2.0,1
275,25755,2,2.0,1,,8,12,22,2,1.0,1,2,5,3,1,3,1,1,3,Version 1,.599807620048523,5,2,4,2,1,3,2,1,2,2.0,2.0,2
276,25756,1,1.0,1,1.0,8,4,21,3,2.0,2,1,1,2,7,1,1,2,3,Version 1,.342905282974243,1,1,4,2,2,1,1,3,1,2.0,2.0,1
277,25757,1,1.0,2,1.0,8,4,42,5,2.0,2,1,2,2,7,1,1,2,3,Version 1,.243483707308769,2,1,4,2,2,1,1,3,1,1.0,2.0,1
278,25758,2,2.0,1,1.0,8,13,18,5,2.0,8,3,3,1,4,4,1,1,3,Version 1,.310651749372482,7,2,4,1,1,3,2,1,2,2.0,2.0,1
279,25759,2,2.0,2,1.0,8,4,49,5,2.0,3,4,4,3,3,1,1,1,2,Version 1,.495655357837677,2,1,4,1,1,3,2,1,2,2.0,2.0,2
280,25760,1,1.0,1,,7,4,1,2,2.0,2,1,1,2,7,1,1,5,3,Version 1,1.07896411418915,1,1,4,2,2,2,2,3,1,2.0,1.0,3
281,25761,1,1.0,1,1.0,8,4,53,2,2.0,3,4,3,1,4,1,1,3,3,Version 1,1.22811007499695,1,1,4,2,2,1,1,3,1,2.0,2.0,1
282,25762,2,2.0,1,1.0,8,4,30,1,2.0,3,3,3,3,3,1,1,1,1,Version 1,3.91192579269409,1,1,4,1,1,3,2,1,2,2.0,2.0,1
283,25763,1,2.0,2,1.0,5,3,6,4,2.0,3,4,4,1,4,1,1,2,3,Version 1,.690661072731018,2,1,4,1,1,4,3,2,2,2.0,2.0,2
284,25764,2,2.0,1,1.0,6,3,2,2,2.0,1,2,5,3,1,1,1,5,3,Version 1,2.00194978713989,1,1,4,1,1,3,2,1,2,2.0,2.0,2
286,25766,1,1.0,1,1.0,4,2,22,3,2.0,2,1,1,2,7,1,1,1,1,Version 1,1.2390171289444,1,1,4,2,2,1,1,3,1,2.0,2.0,1
287,25767,2,2.0,2,1.0,8,4,17,1,2.0,1,2,6,3,1,1,1,1,2,Version 1,4.52187299728394,2,1,4,2,1,3,2,1,2,1.0,2.0,2
288,25768,3,1.0,1,1.0,8,4,42,4,2.0,2,1,1,1,5,1,1,2,3,Version 1,.370161473751068,1,1,4,2,3,1,1,3,1,2.0,2.0,1
289,25769,1,1.0,2,1.0,1,1,19,5,2.0,2,1,2,2,7,1,1,3,3,Version 1,1.06480979919434,2,1,4,3,2,1,1,3,1,2.0,1.0,1
290,25770,1,1.0,2,1.0,8,12,26,5,1.0,6,1,2,3,5,3,1,2,3,Version 1,.378065347671509,6,2,4,2,2,1,1,3,1,2.0,2.0,1
291,25771,1,1.0,1,1.0,2,1,20,3,2.0,3,4,3,2,6,1,1,1,1,Version 1,4.03208589553833,1,1,4,2,2,1,3,3,1,2.0,2.0,1
292,25772,1,,2,3.0,2,9,16,2,1.0,7,3,4,1,4,4,1,3,3,Version 1,2.39443802833557,6,2,4,3,3,1,4,1,1,2.0,1.0,1
293,25773,1,1.0,2,1.0,3,2,28,5,2.0,3,4,4,1,4,1,1,3,3,Version 1,1.15676081180573,2,1,4,2,2,1,1,3,1,2.0,2.0,1
294,25774,1,1.0,1,1.0,2,1,48,5,2.0,2,1,1,2,7,1,1,1,1,Version 1,2.90095663070679,1,1,4,2,2,1,1,3,1,2.0,2.0,1
295,25775,1,1.0,2,1.0,6,11,12,1,1.0,6,1,2,1,5,3,1,3,3,Version 1,4.18511009216309,6,2,4,2,2,1,1,2,1,2.0,2.0,1
296,25776,1,1.0,2,1.0,3,2,18,5,2.0,2,1,2,2,7,1,1,1,2,Version 1,1.77934372425079,2,1,4,2,2,1,1,3,1,2.0,2.0,1
298,25778,1,1.0,2,1.0,8,4,6,5,2.0,3,3,4,1,4,1,1,2,3,Version 1,.20384518802166,2,1,4,3,2,1,1,3,1,1.0,2.0,1
299,25779,1,1.0,2,1.0,4,2,30,4,2.0,3,4,4,2,6,1,1,3,3,Version 1,2.01010727882385,2,1,4,2,2,1,1,3,1,2.0,2.0,1
300,25780,1,1.0,2,1.0,3,2,3,5,2.0,2,1,2,2,7,1,1,1,2,Version 1,8.69424057006836,2,1,4,2,2,1,1,3,1,2.0,2.0,1
414,25894,2,,2,,8,4,3,1,,1,2,6,3,1,1,2,1,2,Version 1,1.15048205852509,2,1,14,1,1,3,2,1,2,1.0,2.0,1
415,25895,2,,2,,3,2,1,2,,1,2,6,1,2,1,2,5,3,Version 1,5.63820600509644,2,1,14,1,1,4,2,1,2,2.0,2.0,2
416,25896,1,,2,,8,8,3,1,,4,1,2,3,5,2,2,1,3,Version 1,.625281393527985,4,2,14,2,1,1,1,2,1,2.0,2.0,1
417,25897,2,,1,,8,4,4,5,,3,3,3,1,4,1,2,5,3,Version 1,.986252009868622,1,1,14,3,1,3,2,1,2,1.0,2.0,3
418,25898,2,,1,,8,4,1,4,,1,2,5,3,1,1,2,5,3,Version 1,.412480980157852,1,1,14,1,1,4,2,4,2,2.0,2.0,1
419,25899,2,,1,,8,4,4,1,,1,2,5,1,2,1,2,1,1,Version 1,1.1047488451004,1,1,14,3,2,5,2,4,2,2.0,2.0,2
448,25928,1,,1,,7,4,1,5,,3,3,3,1,4,1,2,1,1,Version 1,.776284337043762,1,1,39,3,2,1,1,3,1,2.0,2.0,1
449,25929,1,,1,,8,4,1,1,,2,1,1,2,7,1,2,5,3,Version 1,3.29463672637939,1,1,39,2,2,1,1,3,1,2.0,2.0,1
450,25930,1,,1,,7,4,1,2,,2,1,1,2,7,1,2,2,3,Version 1,.73764181137085,1,1,39,2,2,1,1,3,1,2.0,2.0,1
451,25931,2,,2,,8,4,1,5,,3,3,4,1,4,1,2,2,3,Version 1,.210214197635651,2,1,39,3,1,3,2,1,2,1.0,2.0,3
452,25932,2,,2,,8,4,1,4,,1,2,6,3,1,1,2,5,3,Version 1,.256685167551041,2,1,39,1,1,3,2,1,2,1.0,2.0,1
453,25933,2,,2,,8,4,1,3,,1,2,6,3,1,1,2,5,3,Version 1,.118114337325096,2,1,39,3,1,3,2,1,2,1.0,2.0,3
454,25934,1,,2,,8,8,1,3,,4,1,2,1,5,2,4,1,3,Version 1,.238350629806519,4,2,6,2,3,1,1,3,1,2.0,2.0,1
455,25935,2,,1,,7,4,2,4,,1,2,5,2,2,1,4,1,1,Version 1,1.72555685043335,1,1,6,1,1,1,2,1,2,2.0,1.0,1
456,25936,1,,2,,6,3,2,1,,2,1,2,1,5,1,4,1,2,Version 1,1.46621811389923,2,1,6,1,1,3,2,1,1,2.0,2.0,2
457,25937,1,,2,,6,3,3,4,,2,1,2,2,7,1,4,1,2,Version 1,1.09488618373871,2,1,6,2,2,1,1,3,1,2.0,2.0,1
458,25938,2,,1,,8,4,5,1,,3,4,3,3,3,1,4,1,1,Version 1,.684751927852631,1,1,6,1,1,5,2,1,3,2.0,2.0,3
488,25968,1,,2,,8,4,2,5,,2,1,2,1,5,1,1,2,3,Version 1,.43822118639946,2,1,10,2,2,1,1,3,1,2.0,2.0,1
489,25969,1,,2,,7,4,1,2,,2,1,2,1,5,1,1,1,2,Version 1,1.8372323513031,2,1,10,2,2,1,1,3,1,1.0,2.0,1
491,25971,2,,2,,8,4,1,2,,3,4,4,1,4,1,1,5,3,Version 1,.544425487518311,2,1,10,3,1,3,2,1,3,2.0,2.0,1
492,25972,1,,1,,7,4,2,3,,2,1,1,1,5,1,1,2,3,Version 1,1.73542463779449,1,1,10,2,2,1,1,3,1,2.0,2.0,1
493,25973,1,,1,,8,4,2,4,,2,1,1,2,7,1,1,2,3,Version 1,1.28218066692352,1,1,10,3,2,4,1,2,1,2.0,2.0,3
494,25974,1,,2,,8,4,2,5,,2,1,2,2,7,1,1,2,3,Version 1,.286473035812378,2,1,10,2,2,1,1,3,1,2.0,2.0,1
495,25975,1,,2,,8,4,2,4,,2,1,2,2,7,1,1,5,3,Version 1,1.02128076553345,2,1,10,1,2,1,1,3,1,2.0,2.0,1
496,25976,2,,2,,8,4,1,2,,3,4,4,3,3,1,1,1,2,Version 1,1.58950233459473,2,1,10,1,1,3,2,1,2,1.0,2.0,2
497,25977,3,,2,,8,4,1,2,,3,3,4,1,4,1,1,5,3,Version 1,.272212743759155,2,1,10,3,3,3,2,1,3,1.0,2.0,3
498,25978,1,,2,,3,2,5,5,,2,1,2,1,5,1,3,3,3,Version 1,2.70177888870239,2,1,34,2,1,1,1,3,1,2.0,2.0,1
499,25979,2,,1,,4,2,3,5,,1,2,5,3,1,1,3,5,3,Version 1,2.61228728294373,1,1,34,1,1,4,2,2,2,2.0,2.0,2
500,25980,2,,1,,8,4,1,5,,1,2,5,3,1,1,3,5,3,Version 1,.615260183811188,1,1,34,2,1,3,2,1,2,2.0,2.0,3
501,25981,1,,2,,8,4,3,5,,2,1,2,2,7,1,3,5,3,Version 1,.715397536754608,2,1,34,2,2,1,1,3,1,2.0,2.0,1
502,25982,1,,2,,7,13,2,3,,8,1,2,1,5,6,3,1,3,Version 1,.225748792290688,7,2,34,2,2,2,4,2,1,2.0,2.0,2
503,25983,1,,1,,8,12,5,2,,6,1,1,3,5,3,3,3,3,Version 1,.204819887876511,5,2,34,2,2,1,1,3,1,2.0,2.0,1
504,25984,1,,2,,8,4,4,3,,3,3,4,1,4,1,3,5,3,Version 1,.275356471538544,2,1,34,2,2,1,1,3,1,1.0,2.0,1
505,25985,1,,1,,8,4,5,2,,2,1,1,1,5,1,3,3,3,Version 1,.584633231163025,1,1,34,2,2,1,1,3,1,2.0,2.0,1
524,26004,1,1.0,1,1.0,8,4,4,2,2.0,2,1,1,2,7,1,1,3,3,Version 1,2.90725350379944,1,1,26,2,2,1,1,3,1,2.0,2.0,1
525,26005,1,1.0,1,1.0,6,7,4,2,2.0,4,1,1,1,5,2,1,3,3,Version 1,19.0497512817383,3,2,26,1,2,1,1,3,1,2.0,2.0,1
526,26006,2,2.0,2,2.0,8,4,3,5,2.0,1,2,6,3,1,1,1,3,3,Version 1,3.65548825263977,2,1,26,3,1,3,2,1,2,2.0,2.0,2
527,26007,1,1.0,1,1.0,8,4,2,2,2.0,2,1,1,2,7,1,1,1,1,Version 1,8.48800468444824,1,1,26,2,2,1,1,3,3,2.0,2.0,1
528,26008,2,2.0,2,3.0,3,2,2,1,2.0,3,4,4,2,6,1,1,1,2,Version 1,19.6162452697754,2,1,26,2,2,2,3,3,2,2.0,2.0,1
536,26016,1,,1,,8,4,2,2,,2,1,1,2,7,1,4,2,3,Version 1,.681458055973053,1,1,37,2,2,1,1,3,1,2.0,2.0,1
537,26017,2,,2,,4,2,2,2,,3,4,4,3,3,1,4,5,3,Version 1,3.99185276031494,2,1,27,2,1,3,2,1,2,1.0,2.0,2
539,26019,1,,2,,6,7,4,2,,4,1,2,3,5,2,3,5,3,Version 1,3.61841630935669,4,2,22,1,2,4,1,2,1,2.0,2.0,2
601,26081,2,,2,,7,4,10,4,2.0,3,3,4,1,4,1,4,3,3,Version 1,.238778978586197,2,1,30,3,1,3,2,1,2,2.0,2.0,1
603,26083,1,,2,,2,1,16,5,2.0,2,1,2,2,7,1,4,1,2,Version 1,3.47880244255066,2,1,30,3,2,1,1,3,1,2.0,2.0,1
604,26084,1,,1,,6,11,3,5,1.0,6,1,1,1,5,3,4,3,3,Version 1,.205548837780952,5,2,30,2,2,1,1,3,1,2.0,2.0,1
605,26085,1,,2,,8,13,12,1,2.0,8,3,4,3,3,5,4,3,3,Version 1,2.73818254470825,7,2,30,1,1,3,2,1,1,2.0,2.0,1
606,26086,1,,2,,1,1,19,4,2.0,3,4,4,2,6,1,4,1,2,Version 1,3.57328605651855,2,1,30,2,2,1,1,3,1,2.0,2.0,1
607,26087,1,,2,,8,4,19,5,2.0,2,1,2,2,7,1,4,1,2,Version 1,.265927106142044,2,1,30,2,2,1,3,3,1,1.0,2.0,1
608,26088,1,,1,,6,3,26,2,2.0,2,1,1,3,5,1,4,1,1,Version 1,3.25539588928223,1,1,30,1,1,3,4,2,1,2.0,2.0,1
609,26089,1,,1,,1,9,6,1,1.0,7,4,3,3,3,3,4,3,3,Version 1,7.54011058807373,5,2,30,1,1,4,1,1,1,1.0,2.0,2
610,26090,1,,1,,8,4,25,5,2.0,2,1,1,2,7,1,4,2,3,Version 1,.255356132984161,1,1,30,3,2,1,1,3,1,2.0,2.0,1
695,26176,1,,2,,8,4,2,5,,2,1,2,2,7,1,3,2,3,Version 1,.203108444809914,2,1,38,2,2,1,1,3,1,2.0,2.0,1
696,26177,1,,2,,5,13,6,2,,8,1,2,2,7,6,3,2,3,Version 1,.681248664855957,7,2,38,2,2,1,1,3,1,2.0,1.0,1
697,26178,1,,1,,8,4,3,2,,2,1,1,1,5,1,3,1,1,Version 1,.633588254451752,1,1,38,1,3,1,1,3,1,2.0,1.0,3
698,26179,2,,1,,7,4,7,4,,1,2,5,3,1,1,3,5,3,Version 1,.898063659667969,1,1,38,3,1,3,2,1,2,2.0,2.0,2
699,26180,1,,1,,8,8,1,1,,4,1,1,3,5,2,3,1,3,Version 1,4.52396726608276,3,2,38,1,2,1,1,3,1,1.0,2.0,1
700,26181,2,,1,,3,6,6,2,,4,1,1,3,5,2,3,5,3,Version 1,7.59377765655518,3,2,38,1,1,4,4,1,2,2.0,1.0,1
702,26183,2,,2,,7,4,5,5,,3,3,4,1,4,1,3,1,2,Version 1,.390546798706055,2,1,38,3,1,3,2,1,2,2.0,2.0,3
703,26184,1,,1,,8,4,1,5,,3,3,3,1,4,1,3,1,1,Version 1,.166694939136505,1,1,38,2,2,1,3,3,1,2.0,2.0,1
704,26185,1,,1,,8,4,1,4,,2,1,1,2,7,1,3,4,3,Version 1,.407090693712235,1,1,38,2,2,1,1,3,1,2.0,2.0,1
730,26211,3,2.0,2,1.0,8,4,7,5,2.0,3,3,4,1,4,1,1,1,2,Version 1,.514877617359161,2,1,2,3,3,1,1,3,3,1.0,2.0,1
731,26212,1,1.0,2,1.0,1,9,3,2,1.0,6,1,2,2,7,3,1,1,3,Version 1,5.16833972930908,6,2,2,1,2,1,1,3,1,2.0,1.0,1
732,26213,2,2.0,1,2.0,8,4,8,3,2.0,3,3,3,3,3,1,1,3,3,Version 1,4.35842800140381,1,1,2,3,1,4,2,1,2,2.0,2.0,3
733,26214,1,1.0,1,1.0,7,13,2,5,2.0,8,1,1,1,5,4,1,3,3,Version 1,1.76160216331482,7,2,2,2,2,1,1,3,1,2.0,2.0,1
735,26216,1,1.0,1,1.0,8,4,1,2,2.0,2,1,1,2,7,1,1,1,1,Version 1,2.45693016052246,1,1,2,2,2,1,5,3,1,2.0,1.0,1
736,26217,1,2.0,1,1.0,8,4,6,1,2.0,1,2,5,3,1,1,1,3,3,Version 1,4.22801399230957,1,1,2,3,1,3,2,1,2,2.0,2.0,1
737,26218,2,2.0,2,2.0,7,12,2,5,1.0,1,2,6,3,1,1,1,3,3,Version 1,1.06115138530731,6,2,2,1,1,3,2,1,2,1.0,2.0,1
738,26219,2,2.0,1,1.0,8,4,7,1,2.0,1,2,5,3,1,1,1,1,1,Version 1,4.22801399230957,1,1,2,3,1,3,2,4,2,2.0,2.0,2
739,26220,2,2.0,1,2.0,5,3,4,2,2.0,1,2,5,3,1,1,1,2,3,Version 1,9.10122013092041,1,1,2,1,1,3,2,1,2,2.0,2.0,2
740,26221,2,2.0,1,2.0,8,4,2,4,2.0,1,2,5,3,1,1,1,4,3,Version 1,1.20741474628448,1,1,2,2,1,3,2,1,2,2.0,2.0,2
742,26223,1,1.0,2,1.0,6,3,2,4,2.0,2,1,2,1,5,1,1,1,2,Version 1,2.20969581604004,2,1,2,2,2,1,1,3,1,2.0,2.0,1
743,26224,1,1.0,1,1.0,6,11,4,4,1.0,6,1,1,3,5,3,1,1,3,Version 1,5.67515659332275,5,2,2,2,3,1,1,3,1,2.0,2.0,1
745,26226,2,2.0,1,2.0,8,12,4,2,1.0,7,4,3,3,3,3,1,1,3,Version 1,5.02613401412964,5,2,2,3,1,3,2,1,2,2.0,2.0,2
746,26227,1,1.0,2,1.0,1,1,4,4,2.0,3,3,4,2,6,1,1,1,2,Version 1,13.8369121551514,2,1,2,2,2,1,1,3,1,2.0,1.0,1
