,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ELECTSECFOREIGN18,KAVANAUGH18,TRUMP4,VOTE2016,TRUMPFP18,CONTROLHOUSE,VETVOTER,FTVOTER18,ABORTION18
16919,65103,2,2.0,2,2.0,8,12,19,1,1.0,7,4,4,3,3,3,3,5,3,Version 1,2.24268126487732,6,2,41,1,1,3,2,1,2,2.0,2.0,2
16930,65130,1,1.0,1,1.0,2,1,13,4,2.0,1,2,5,1,2,1,4,3,3,Version 1,0.254212766885757,1,1,30,2,2,1,3,3,1,2.0,1.0,1
16936,65138,1,1.0,2,1.0,7,4,26,5,2.0,2,1,2,2,7,1,4,2,3,Version 1,0.9382321834564209,2,1,30,2,2,1,1,3,1,2.0,2.0,1
16949,65171,2,2.0,2,,6,3,4,1,2.0,1,2,6,3,1,1,3,5,3,Version 1,0.209335371851921,2,1,3,1,1,3,2,1,2,2.0,2.0,1
16953,65179,1,,2,1.0,3,2,1,3,2.0,2,1,2,2,7,1,2,2,3,Version 1,0.37489986419677707,2,1,23,2,2,1,1,3,1,2.0,2.0,1
16959,65195,1,1.0,1,1.0,2,1,1,5,2.0,2,1,1,2,7,1,4,2,3,Version 1,0.30725634098053006,1,1,6,2,2,1,1,3,1,2.0,2.0,1
16963,65200,2,2.0,2,2.0,3,2,1,4,2.0,1,2,6,3,1,1,2,5,3,Version 1,0.860671103000641,2,1,20,1,1,3,2,1,2,1.0,2.0,1
16967,65206,1,1.0,1,1.0,4,10,16,4,1.0,7,3,3,1,4,3,3,3,3,Version 1,0.8025890588760379,5,2,41,1,2,1,1,3,1,2.0,2.0,2
16970,65211,1,1.0,1,1.0,1,5,1,2,2.0,4,1,1,2,7,2,2,2,3,Version 1,0.39772182703018205,3,2,33,2,2,1,1,3,1,2.0,1.0,2
16974,65221,1,1.0,1,,2,5,2,2,2.0,5,4,3,2,6,2,3,2,3,Version 1,0.0588131584227085,3,2,3,1,2,1,1,3,1,2.0,2.0,1
16976,65227,2,2.0,2,2.0,4,6,8,4,2.0,5,4,4,2,6,2,2,2,3,Version 1,0.6300546526908871,4,2,46,2,2,3,2,2,2,2.0,1.0,2
16984,65242,2,2.0,2,1.0,7,4,27,4,2.0,3,3,4,2,6,1,4,1,2,Version 1,2.43136668205261,2,1,30,1,1,2,2,3,2,1.0,2.0,2
16990,65254,2,2.0,1,,6,3,4,2,2.0,1,2,5,3,1,1,3,5,3,Version 1,0.178051218390465,1,1,3,1,1,3,2,1,2,2.0,2.0,2
16992,65258,1,,2,1.0,3,2,1,2,2.0,2,1,2,2,7,1,2,2,3,Version 1,0.37489986419677707,2,1,23,2,2,1,1,3,1,2.0,2.0,1
16997,65263,2,2.0,2,2.0,6,3,1,3,2.0,1,2,6,3,1,1,3,1,2,Version 1,1.30987215042114,2,1,8,1,1,4,2,1,2,1.0,2.0,1
17001,65268,2,2.0,2,2.0,3,13,2,3,2.0,1,2,6,3,1,6,3,1,3,Version 1,1.1942163705825801,7,2,41,1,1,3,2,1,2,1.0,2.0,2
17004,65282,1,1.0,1,,6,3,6,3,2.0,3,3,3,2,6,1,3,1,1,Version 1,0.368036299943924,1,1,1,2,2,1,3,3,1,2.0,2.0,1
17016,65307,1,,1,1.0,8,4,1,4,2.0,3,3,3,2,6,1,2,2,3,Version 1,0.5822901129722601,1,1,23,2,2,1,1,3,1,2.0,2.0,1
17019,65315,1,1.0,2,1.0,1,5,3,1,2.0,4,1,2,2,7,2,3,1,3,Version 1,0.505649030208588,4,2,41,2,2,1,4,3,1,2.0,1.0,1
17020,65316,2,2.0,1,2.0,6,3,8,1,2.0,3,3,3,2,6,1,2,2,3,Version 1,0.722816228866577,1,1,46,2,2,1,3,1,1,2.0,1.0,2
17031,65339,1,1.0,1,1.0,6,3,9,4,2.0,3,3,3,2,6,1,2,1,1,Version 1,0.7271186709403991,1,1,20,2,2,1,1,3,1,2.0,2.0,1
17037,65351,1,,1,1.0,1,1,1,2,2.0,2,1,1,2,7,1,2,2,3,Version 1,0.280519932508469,1,1,23,1,2,1,4,2,1,2.0,1.0,1
17041,65363,2,1.0,2,1.0,7,4,2,4,2.0,1,2,6,2,2,1,4,1,2,Version 1,2.3720650672912598,2,1,30,2,2,1,1,3,1,2.0,2.0,1
17043,65365,2,2.0,1,2.0,4,10,16,4,1.0,1,2,5,3,1,3,3,3,3,Version 1,0.8813095092773441,5,2,41,1,2,3,2,1,2,2.0,2.0,1
17048,65378,1,2.0,1,2.0,7,4,27,3,2.0,2,1,1,1,5,1,4,1,1,Version 1,1.42668032646179,1,1,30,2,2,1,1,3,1,2.0,2.0,1
17054,65389,2,2.0,1,2.0,3,10,19,2,1.0,1,2,5,3,1,3,3,5,3,Version 1,1.07016158103943,5,2,41,1,1,3,2,1,2,2.0,2.0,2
17059,65400,1,,1,1.0,4,10,1,5,1.0,6,1,1,2,7,3,2,2,3,Version 1,0.327564626932144,5,2,23,2,2,1,1,3,1,2.0,2.0,1
17071,65424,2,2.0,2,2.0,6,3,16,1,2.0,1,2,6,3,1,1,3,3,3,Version 1,1.03615832328796,2,1,41,1,1,3,2,1,2,1.0,2.0,2
17073,65430,2,2.0,1,2.0,2,9,2,2,1.0,1,2,5,3,1,1,3,1,3,Version 1,0.794313669204712,5,2,41,2,1,3,2,1,2,2.0,2.0,1
17081,65451,1,,2,1.0,4,2,2,4,2.0,3,3,4,1,4,1,2,1,2,Version 1,0.52927041053772,2,1,23,1,2,1,1,3,1,2.0,2.0,1
17087,65464,1,1.0,1,1.0,4,6,4,5,2.0,4,1,1,1,5,2,2,3,3,Version 1,0.563204646110535,3,2,46,3,3,1,1,3,1,2.0,2.0,1
17104,65503,2,2.0,2,1.0,2,1,27,2,2.0,2,1,2,2,7,1,4,1,2,Version 1,1.2431124448776203,2,1,30,2,1,1,1,2,1,2.0,2.0,2
17107,65510,1,1.0,1,,6,7,2,3,2.0,4,1,1,1,5,2,3,2,3,Version 1,0.0664966031908989,3,2,3,2,2,1,1,3,1,2.0,2.0,1
17116,65522,1,1.0,1,1.0,3,10,3,1,1.0,7,4,3,2,6,3,3,1,3,Version 1,0.8025890588760379,5,2,41,1,1,1,1,3,1,2.0,1.0,1
17121,65532,1,,1,2.0,3,2,1,4,2.0,3,3,3,2,6,1,4,1,1,Version 1,0.17021897435188302,1,1,7,2,2,1,2,3,2,2.0,2.0,1
17125,65543,1,2.0,1,2.0,2,1,1,3,2.0,1,2,5,1,2,1,2,5,3,Version 1,0.400910079479218,1,1,20,2,1,4,4,1,2,2.0,1.0,2
17131,65554,2,2.0,1,2.0,8,4,8,1,2.0,3,4,3,2,6,1,2,2,3,Version 1,1.28490281105042,1,1,46,2,2,4,3,2,2,2.0,2.0,2
17133,65564,2,2.0,2,2.0,3,2,19,1,2.0,1,2,6,3,1,1,3,5,3,Version 1,1.25819230079651,2,1,41,1,1,3,4,2,2,2.0,1.0,2
17135,65569,1,2.0,1,1.0,2,1,8,5,2.0,3,3,3,1,4,1,4,1,1,Version 1,0.746325135231018,1,1,19,2,2,1,1,3,1,2.0,2.0,1
17140,65583,1,1.0,1,1.0,4,2,2,4,2.0,2,1,1,1,5,1,2,1,1,Version 1,0.474974572658539,1,1,46,2,2,1,1,3,1,2.0,2.0,1
17145,65592,2,2.0,1,1.0,7,4,6,2,2.0,1,2,5,1,2,1,2,1,1,Version 1,1.22407138347626,1,1,21,2,1,4,2,2,2,2.0,2.0,2
17146,65595,1,,1,1.0,3,2,2,1,2.0,3,4,3,3,3,1,2,1,1,Version 1,0.462444216012955,1,1,23,1,2,4,2,2,1,2.0,2.0,2
17148,65597,1,1.0,1,1.0,4,2,3,3,2.0,2,1,1,2,7,1,2,2,3,Version 1,0.35623094439506503,1,1,46,1,2,1,1,2,1,2.0,1.0,2
17157,65622,1,1.0,2,1.0,2,5,25,2,2.0,4,1,2,2,7,2,4,2,3,Version 1,0.8687666654586791,4,2,30,2,2,1,1,3,1,1.0,2.0,1
17172,65659,2,,2,2.0,5,3,1,2,2.0,1,2,6,3,1,1,4,1,2,Version 1,0.268233716487885,2,1,7,1,1,3,2,1,2,2.0,2.0,1
17177,65675,2,2.0,1,2.0,4,2,6,3,2.0,1,2,5,3,1,1,2,1,1,Version 1,0.688595831394196,1,1,21,1,1,3,2,1,2,2.0,2.0,1
17184,65689,2,2.0,1,1.0,8,4,8,3,2.0,3,3,3,3,3,1,4,1,1,Version 1,1.6322050094604499,1,1,19,1,1,3,2,1,2,2.0,2.0,2
17189,65701,2,1.0,2,2.0,7,4,26,3,2.0,1,2,6,1,2,1,4,2,3,Version 1,1.29672884941101,2,1,30,1,1,4,2,1,2,2.0,2.0,2
17196,65715,1,1.0,2,,6,3,1,4,2.0,2,1,2,1,5,1,3,2,3,Version 1,0.10898097604513197,2,1,3,1,1,2,1,1,1,1.0,2.0,1
17204,65732,3,1.0,2,1.0,4,10,14,5,1.0,7,3,4,2,6,2,4,3,3,Version 1,0.6461998224258421,6,2,30,2,2,1,1,3,1,1.0,2.0,1
17207,65739,1,1.0,1,1.0,8,4,26,5,2.0,2,1,1,2,7,1,4,2,3,Version 1,0.750884354114532,1,1,30,2,2,1,1,3,1,2.0,2.0,1
17215,65767,2,,1,1.0,4,13,7,2,2.0,1,2,5,2,2,4,2,2,3,Version 1,0.5476533770561219,7,2,23,1,2,2,1,3,1,2.0,2.0,1
17216,65770,1,1.0,1,,1,5,2,4,2.0,4,1,1,2,7,2,3,2,3,Version 1,0.0588131584227085,3,2,3,2,2,1,1,3,1,2.0,1.0,1
17232,65804,1,2.0,2,3.0,3,2,8,5,2.0,2,1,2,2,7,1,4,1,2,Version 1,1.17367076873779,2,1,19,2,2,1,1,2,1,2.0,2.0,1
17234,65812,1,1.0,1,2.0,6,3,27,4,2.0,3,3,3,1,4,1,4,1,1,Version 1,0.930293262004852,1,1,30,2,1,1,1,3,1,2.0,2.0,2
17235,65813,1,1.0,1,2.0,6,3,27,4,2.0,3,3,3,1,4,1,4,1,1,Version 1,0.930293262004852,1,1,30,2,1,1,1,3,1,2.0,2.0,2
17238,65821,1,2.0,1,1.0,4,2,25,2,2.0,3,3,3,3,3,1,4,2,3,Version 1,0.7948452234268192,1,1,30,1,1,4,2,2,1,2.0,1.0,1
17241,65827,1,1.0,1,1.0,1,9,30,2,1.0,6,1,1,1,5,3,3,3,3,Version 1,0.547159910202026,5,2,41,2,3,1,1,3,3,2.0,1.0,2
17263,65884,1,1.0,1,1.0,1,5,2,2,2.0,4,1,1,2,7,2,3,1,3,Version 1,0.582781910896301,3,2,41,2,2,1,1,3,1,2.0,1.0,1
17265,65887,1,1.0,1,1.0,1,13,3,2,2.0,8,1,1,2,7,4,2,2,3,Version 1,0.30506917834281894,7,2,46,2,2,4,4,3,1,2.0,1.0,1
17271,65905,1,,1,1.0,3,2,2,4,2.0,3,3,3,1,4,1,2,1,1,Version 1,0.462444216012955,1,1,23,2,2,1,3,3,3,2.0,2.0,2
17283,65937,1,1.0,1,1.0,8,8,9,5,2.0,4,1,1,2,7,2,2,1,3,Version 1,0.984418392181396,3,2,20,1,1,4,1,3,2,2.0,2.0,1
17288,65945,1,1.0,1,1.0,4,6,4,2,2.0,4,1,1,1,5,2,2,3,3,Version 1,0.563204646110535,3,2,46,2,1,1,1,3,1,2.0,2.0,2
17291,65949,2,2.0,1,2.0,2,1,3,3,2.0,1,2,5,3,1,1,3,1,1,Version 1,0.689183950424194,1,1,41,3,3,4,2,1,2,2.0,2.0,3
17295,65961,2,2.0,1,1.0,2,1,2,4,2.0,3,4,3,2,6,1,2,1,1,Version 1,0.653394818305969,1,1,46,2,2,1,1,3,2,2.0,2.0,3
17299,65971,1,1.0,1,1.0,6,7,2,1,2.0,4,1,1,1,5,2,3,1,3,Version 1,0.633872210979462,3,2,41,1,1,2,1,3,1,2.0,2.0,1
17303,65987,1,1.0,1,1.0,7,4,1,2,2.0,2,1,1,1,5,1,2,5,3,Version 1,0.83219039440155,1,1,20,2,1,1,3,3,1,2.0,1.0,1
17312,66005,3,,2,1.0,5,11,7,4,1.0,6,1,2,2,7,3,2,2,3,Version 1,0.6858946681022641,6,2,23,2,2,1,1,3,1,2.0,2.0,1
17317,66017,3,1.0,2,2.0,8,4,26,3,2.0,3,4,4,1,4,1,4,2,3,Version 1,1.04143238067627,2,1,30,2,2,2,3,2,3,2.0,2.0,2
17325,66033,2,2.0,2,2.0,8,4,6,5,2.0,1,2,6,3,1,1,2,1,2,Version 1,1.4009577035903897,2,1,21,2,1,3,2,1,2,2.0,2.0,2
17330,66048,1,1.0,1,1.0,4,2,13,4,2.0,2,1,1,3,5,1,4,3,3,Version 1,0.410670012235641,1,1,30,2,2,1,1,3,1,2.0,2.0,1
17341,66077,2,2.0,2,,1,13,1,2,2.0,8,3,4,1,4,5,3,2,3,Version 1,0.11239121109247198,7,2,3,2,1,2,4,3,2,2.0,1.0,2
17342,66079,2,2.0,2,2.0,5,3,26,4,2.0,1,2,6,3,1,1,3,1,2,Version 1,1.23611867427826,2,1,41,1,1,3,2,1,2,1.0,2.0,2
17346,66096,1,1.0,1,1.0,1,1,2,2,2.0,2,1,1,1,5,1,2,1,1,Version 1,0.40675890445709206,1,1,46,2,2,1,4,2,1,2.0,1.0,1
17350,66107,1,1.0,1,1.0,6,7,2,5,2.0,4,1,1,2,7,2,3,1,3,Version 1,0.633872210979462,3,2,41,2,2,1,1,3,1,2.0,2.0,1
17351,66108,2,,2,1.0,8,4,8,2,,3,3,4,3,3,1,4,1,2,Version 1,2.0126101970672603,2,1,19,2,1,3,2,1,2,2.0,2.0,2
17353,66115,1,3.0,1,1.0,1,1,26,5,2.0,3,3,3,1,4,1,4,2,3,Version 1,0.38903200626373297,1,1,30,2,2,1,1,3,1,2.0,2.0,1
17363,66138,1,1.0,1,1.0,2,1,3,4,2.0,2,1,1,2,7,1,2,2,3,Version 1,0.358140081167221,1,1,21,2,2,1,1,3,1,2.0,2.0,1
17367,66150,2,2.0,2,2.0,6,3,2,1,,1,2,6,3,1,1,4,1,2,Version 1,1.2195521593093899,2,1,30,3,1,3,2,1,2,2.0,2.0,1
17381,66191,2,2.0,1,2.0,6,3,6,4,2.0,3,3,3,1,4,1,2,1,1,Version 1,0.688595831394196,1,1,21,2,1,2,2,3,2,2.0,2.0,1
17385,66198,1,1.0,2,1.0,1,9,13,3,1.0,6,1,2,1,5,3,4,3,3,Version 1,0.39704954624176003,6,2,30,1,2,1,4,3,1,2.0,1.0,1
17393,66217,2,2.0,2,,6,3,1,4,2.0,1,2,6,3,1,1,3,2,3,Version 1,0.720317780971527,2,1,1,1,1,3,2,1,2,2.0,2.0,1
17397,66231,2,2.0,2,,5,3,2,5,2.0,1,2,6,3,1,1,3,1,2,Version 1,0.267484068870544,2,1,3,1,1,3,2,1,2,2.0,2.0,1
17412,66271,1,1.0,2,1.0,2,5,15,2,2.0,4,1,2,1,5,2,4,3,3,Version 1,0.35436537861823997,4,2,30,1,2,1,1,3,1,2.0,1.0,1
17422,66298,2,2.0,1,2.0,7,4,6,3,2.0,1,2,5,3,1,1,2,1,1,Version 1,0.9897224307060241,1,1,46,1,1,4,2,1,2,2.0,2.0,2
17423,66299,1,1.0,2,,7,8,2,1,2.0,4,1,2,3,5,2,3,2,3,Version 1,0.139353439211845,4,2,3,2,2,1,1,3,1,1.0,2.0,2
17424,66303,2,2.0,1,2.0,6,3,26,4,2.0,1,2,5,3,1,1,4,2,3,Version 1,0.6857368350028988,1,1,30,1,1,3,2,1,2,2.0,2.0,2
17427,66311,2,2.0,2,2.0,6,3,26,2,2.0,1,2,6,3,1,1,3,1,2,Version 1,1.23611867427826,2,1,41,1,1,3,2,1,2,1.0,1.0,1
17428,66316,1,1.0,2,1.0,6,3,13,4,2.0,2,1,2,2,7,1,4,3,3,Version 1,0.5063816308975221,2,1,30,1,2,2,1,3,1,2.0,2.0,1
17446,66368,3,3.0,2,1.0,1,9,30,2,1.0,7,4,4,3,3,3,3,3,3,Version 1,0.92219078540802,6,2,41,2,2,1,4,3,1,2.0,2.0,2
17453,66383,1,1.0,2,1.0,3,10,1,5,1.0,6,1,2,1,5,3,1,3,3,Version 1,0.226899296045303,6,2,29,2,2,1,3,3,1,1.0,2.0,1
17454,66387,1,1.0,2,1.0,1,1,1,2,2.0,3,3,4,2,6,1,2,5,3,Version 1,0.458844244480133,2,1,20,1,2,4,4,3,1,2.0,1.0,2
17461,66401,2,2.0,1,2.0,3,10,30,5,1.0,7,4,3,3,3,3,3,3,3,Version 1,0.76832115650177,5,2,41,3,3,4,2,1,2,2.0,1.0,2
17470,66429,1,1.0,2,1.0,6,3,30,5,2.0,2,1,2,2,7,1,3,3,3,Version 1,0.822631299495697,2,1,41,2,2,1,1,3,1,2.0,2.0,1
17472,66436,3,1.0,1,3.0,2,9,1,1,1.0,7,3,3,3,3,3,1,3,3,Version 1,0.18170763552188898,5,2,29,2,3,2,4,2,3,2.0,1.0,3
17473,66439,1,1.0,2,,3,2,1,1,2.0,1,2,6,3,1,1,2,2,3,Version 1,2.09976243972778,2,1,39,2,2,4,2,1,2,2.0,2.0,1
17487,66479,1,1.0,2,1.0,6,7,30,4,2.0,4,1,2,3,5,2,3,3,3,Version 1,0.563711404800415,4,2,41,2,2,4,1,3,1,2.0,2.0,1
17488,66483,2,2.0,2,2.0,6,3,26,2,2.0,1,2,6,1,2,1,3,1,2,Version 1,1.23611867427826,2,1,41,1,1,3,2,1,2,1.0,2.0,1
17490,66492,2,2.0,2,2.0,3,2,1,4,2.0,1,2,6,3,1,1,1,5,3,Version 1,0.13650743663311002,2,1,47,1,2,4,2,1,2,1.0,2.0,1
17493,66502,1,1.0,1,1.0,3,2,8,5,2.0,3,4,3,1,4,1,4,1,1,Version 1,0.951834321022034,1,1,19,2,2,1,1,3,1,2.0,2.0,1
17494,66504,2,2.0,2,,3,2,1,1,2.0,1,2,6,3,1,1,2,2,3,Version 1,3.4130635261535605,2,1,39,2,2,4,2,1,2,2.0,2.0,1
17499,66517,1,1.0,1,1.0,3,2,26,4,2.0,2,1,1,2,7,1,4,2,3,Version 1,0.48962804675102206,1,1,30,2,2,1,1,3,1,2.0,2.0,1
17505,66530,1,1.0,1,1.0,4,2,1,2,2.0,2,1,1,2,7,1,2,5,3,Version 1,0.468144953250885,1,1,20,2,2,1,1,3,1,2.0,1.0,1
17507,66545,1,1.0,1,1.0,3,2,6,4,,3,4,3,1,4,1,2,1,1,Version 1,0.423633307218552,1,1,21,2,3,1,3,3,3,2.0,2.0,3
17510,66553,2,2.0,2,2.0,1,1,3,2,2.0,1,2,6,3,1,1,2,2,3,Version 1,0.5608609914779661,2,1,46,1,2,3,4,1,2,2.0,1.0,1
17516,66568,2,,2,,5,3,1,1,2.0,1,2,6,3,1,1,3,1,2,Version 1,0.718597233295441,2,1,16,2,1,1,1,3,2,2.0,2.0,2
17525,66587,1,1.0,2,,1,1,1,1,2.0,2,1,2,1,5,1,2,2,3,Version 1,1.79819512367249,2,1,39,2,2,4,2,1,2,2.0,2.0,1
17527,66594,1,1.0,2,1.0,1,1,26,3,2.0,3,3,4,2,6,1,4,2,3,Version 1,0.47338879108429,2,1,30,1,2,1,1,3,1,2.0,2.0,1
17532,66603,1,1.0,1,,3,2,2,4,2.0,1,2,5,1,2,1,3,1,1,Version 1,0.172514393925667,1,1,3,3,2,2,2,2,1,2.0,1.0,1
17537,66615,2,2.0,1,2.0,8,4,2,3,2.0,1,2,5,3,1,1,4,1,1,Version 1,1.51677846908569,1,1,30,1,1,1,3,3,2,2.0,2.0,2
17541,66629,1,1.0,1,1.0,5,11,15,4,1.0,6,1,1,1,5,3,4,3,3,Version 1,0.5600045323371889,5,2,30,2,1,1,1,3,1,2.0,2.0,1
17551,66651,1,1.0,2,,2,1,1,1,2.0,3,3,4,2,6,1,2,2,3,Version 1,1.79819512367249,2,1,39,2,2,4,2,3,2,2.0,2.0,1
17559,66672,2,2.0,1,2.0,1,13,11,2,2.0,1,2,5,3,1,4,2,1,3,Version 1,0.6027176380157471,7,2,20,1,2,4,4,1,2,2.0,1.0,1
17564,66695,2,2.0,1,2.0,4,2,26,1,2.0,1,2,5,3,1,1,3,1,1,Version 1,1.05138683319092,1,1,41,2,1,4,2,2,2,2.0,1.0,2
17567,66700,2,2.0,2,2.0,5,3,10,3,2.0,3,3,4,3,3,1,3,1,2,Version 1,2.60958385467529,2,1,41,1,1,4,2,1,2,1.0,2.0,2
17568,66705,1,1.0,1,,4,2,1,4,2.0,2,1,1,2,7,1,3,2,3,Version 1,0.0926943048834801,1,1,3,2,2,1,1,3,1,2.0,2.0,1
17571,66712,1,1.0,2,1.0,6,3,6,2,2.0,3,3,4,1,4,1,2,1,2,Version 1,0.39668947458267206,2,1,46,1,2,2,3,3,2,2.0,2.0,1
17572,66713,1,1.0,1,1.0,1,1,3,2,2.0,2,1,1,2,7,1,2,2,3,Version 1,0.30506917834281894,1,1,46,2,2,1,1,3,1,2.0,1.0,1
17576,66727,2,2.0,1,,2,1,2,4,2.0,1,2,5,3,1,1,3,1,1,Version 1,0.177912712097168,1,1,3,2,1,3,2,1,2,2.0,2.0,2
17579,66734,2,2.0,1,,3,2,1,1,2.0,1,2,5,1,2,1,2,2,3,Version 1,2.98212695121765,1,1,39,2,2,4,1,3,2,2.0,2.0,2
17585,66743,1,1.0,1,1.0,3,10,15,4,1.0,6,1,1,2,7,3,4,3,3,Version 1,0.324213176965714,5,2,30,1,2,1,1,3,1,2.0,2.0,1
17589,66751,1,2.0,1,1.0,3,2,2,5,2.0,3,3,3,1,4,1,4,1,1,Version 1,0.7156102061271671,1,1,30,1,1,2,2,2,1,2.0,1.0,1
17590,66760,1,1.0,1,1.0,3,2,3,3,2.0,2,1,1,2,7,1,2,2,3,Version 1,0.35623094439506503,1,1,46,2,3,1,1,3,1,2.0,2.0,2
17593,66763,1,1.0,1,1.0,5,3,6,3,2.0,2,1,1,2,7,1,2,1,1,Version 1,0.346603095531464,1,1,46,2,2,1,1,3,1,2.0,2.0,1
17594,66765,1,1.0,2,1.0,1,13,3,2,2.0,8,1,2,2,7,5,2,2,3,Version 1,0.409893661737442,7,2,21,2,2,1,1,3,1,2.0,1.0,1
17601,66799,1,1.0,1,1.0,5,11,3,2,1.0,6,1,1,2,7,1,2,5,3,Version 1,0.328828573226929,5,2,46,2,2,1,1,3,1,2.0,1.0,1
17606,66815,1,1.0,1,1.0,1,1,3,4,2.0,2,1,1,2,7,1,2,1,1,Version 1,0.36756482720375105,1,1,21,2,2,1,1,3,1,2.0,2.0,1
17607,66816,1,1.0,2,1.0,6,11,1,1,1.0,6,1,2,2,7,3,1,3,3,Version 1,0.226899296045303,6,2,29,2,2,1,1,3,1,2.0,1.0,1
17619,66852,1,,1,,4,2,1,3,2.0,2,1,1,3,5,1,3,1,1,Version 1,0.556612193584442,1,1,16,1,2,3,2,1,1,2.0,2.0,1
17620,66854,1,1.0,2,1.0,3,2,13,5,2.0,2,1,2,2,7,1,4,3,3,Version 1,0.5063816308975221,2,1,30,2,2,1,1,3,1,2.0,2.0,1
17624,66862,2,2.0,2,2.0,3,2,1,5,2.0,3,3,4,1,4,1,1,5,3,Version 1,0.13650743663311002,2,1,47,3,3,4,3,2,2,2.0,1.0,2
17631,66879,1,1.0,2,1.0,4,10,14,1,1.0,6,1,2,2,7,3,4,3,3,Version 1,1.43388676643372,6,2,30,2,2,2,4,2,1,2.0,1.0,2
17633,66884,1,,1,,3,6,5,2,2.0,4,1,1,1,5,2,3,1,3,Version 1,0.30112162232399,3,2,16,1,2,1,3,3,1,2.0,2.0,2
17634,66889,1,1.0,2,1.0,6,3,3,2,2.0,3,3,4,1,4,1,2,2,3,Version 1,0.47863507270813005,2,1,21,2,2,1,1,3,1,2.0,2.0,1
17644,66916,1,1.0,2,1.0,5,11,15,2,1.0,6,1,2,2,7,3,4,3,3,Version 1,0.690520405769348,6,2,30,2,2,2,1,2,1,1.0,2.0,2
17652,66934,1,2.0,1,1.0,5,3,3,3,2.0,3,3,3,1,4,1,2,5,3,Version 1,0.328828573226929,1,1,46,1,1,2,2,3,1,2.0,2.0,1
17653,66936,2,2.0,2,2.0,6,3,6,4,2.0,3,3,4,3,3,1,2,1,2,Version 1,0.6372199058532709,2,1,46,1,1,3,2,1,2,2.0,2.0,2
17654,66937,2,2.0,1,2.0,6,3,2,5,2.0,1,2,5,3,1,1,4,1,1,Version 1,0.989043474197388,1,1,30,2,1,4,2,1,2,2.0,2.0,1
17657,66943,1,1.0,2,1.0,3,2,11,5,2.0,3,3,4,1,4,1,2,1,2,Version 1,0.501449108123779,2,1,20,2,2,1,1,3,1,2.0,2.0,1
17662,66961,2,2.0,1,,5,3,2,5,2.0,1,2,5,3,1,1,3,1,1,Version 1,0.22750990092754397,1,1,3,1,1,3,2,1,2,2.0,2.0,3
17665,66977,1,1.0,2,1.0,3,6,15,4,2.0,4,1,2,1,5,2,4,3,3,Version 1,0.7806304097175601,4,2,30,2,2,1,1,3,1,2.0,2.0,1
17670,66983,1,,1,,7,4,5,2,2.0,3,3,3,1,4,1,3,1,1,Version 1,0.7832689881324771,1,1,16,2,1,1,3,3,1,2.0,2.0,1
17671,66984,1,1.0,2,1.0,2,9,15,3,1.0,6,1,2,1,5,3,4,3,3,Version 1,0.313460141420364,6,2,30,2,2,1,3,2,1,2.0,2.0,2
17674,66989,2,1.0,2,1.0,3,6,26,4,2.0,5,3,4,1,4,2,3,1,3,Version 1,0.8470552563667301,4,2,41,2,2,2,1,2,1,2.0,2.0,1
17678,66999,2,3.0,2,2.0,5,3,1,2,2.0,1,2,6,3,1,1,1,2,3,Version 1,0.089184857904911,2,1,47,1,1,3,2,1,2,1.0,2.0,2
17680,67002,1,,1,1.0,3,10,1,5,1.0,6,1,1,1,5,3,2,1,3,Version 1,0.328828573226929,5,2,46,1,3,2,1,3,1,2.0,1.0,2
17681,67003,2,2.0,2,2.0,1,1,26,3,2.0,3,3,4,1,4,1,4,2,3,Version 1,0.662993311882019,2,1,30,2,3,2,2,2,3,2.0,2.0,1
17687,67024,1,1.0,1,1.0,3,13,3,1,2.0,8,1,1,1,5,6,1,1,3,Version 1,0.607580840587616,7,2,29,2,2,1,1,3,1,2.0,2.0,2
17698,67042,2,2.0,2,2.0,5,3,1,4,2.0,1,2,6,3,1,1,1,5,3,Version 1,0.13650743663311002,2,1,47,2,1,4,2,1,2,2.0,2.0,1
17701,67052,1,1.0,2,1.0,4,2,6,5,2.0,2,1,2,1,5,1,2,1,2,Version 1,0.484851121902466,2,1,21,2,2,1,1,3,1,2.0,2.0,1
17702,67053,1,1.0,2,1.0,4,2,6,5,2.0,2,1,2,1,5,1,2,1,2,Version 1,0.484851121902466,2,1,21,2,2,1,1,3,1,2.0,2.0,1
17717,67088,1,1.0,1,1.0,2,5,11,5,2.0,4,1,1,2,7,2,2,1,3,Version 1,0.37521073222160295,3,2,20,2,2,1,1,3,1,2.0,2.0,1
17720,67092,1,1.0,2,1.0,7,12,15,3,1.0,6,1,2,1,5,3,4,3,3,Version 1,1.0589691400528,6,2,30,2,2,1,1,3,1,2.0,2.0,1
17722,67097,1,1.0,1,1.0,3,2,20,4,2.0,3,3,3,1,4,1,4,2,3,Version 1,0.483269214630127,1,1,30,2,2,1,1,3,1,2.0,2.0,1
17731,67115,2,2.0,2,2.0,2,1,10,2,2.0,1,2,6,3,1,1,3,1,2,Version 1,2.04069423675537,2,1,41,1,3,4,2,1,2,1.0,2.0,1
