,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
5215,33804,2,2.0,1,1.0,4,13,5,4,2.0,1,2,5,3,1,5,4,1,3,Version 3,.88462096452713,7,2,19,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1,1.0,3.0,2,1,1,1,2,1.0,2.0,2.0
5225,33833,2,2.0,1,,5,3,1,4,2.0,3,3,3,1,4,1,3,2,3,Version 3,.612669765949249,1,1,1,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3,1.0,3.0,4,2,1,1,2,1.0,1.0,1.0
5227,33835,2,1.0,1,2.0,8,4,1,5,2.0,1,2,5,1,2,1,4,1,1,Version 3,.197401985526085,1,1,37,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,3,1,1,2,3.0,2.0,2.0
5245,33870,2,2.0,2,1.0,8,4,5,4,2.0,1,2,6,1,2,1,4,1,2,Version 3,1.67281901836395,2,1,19,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,2,3,2,2,2,2.0,1.0,4.0
5252,33892,1,1.0,1,1.0,6,3,4,3,2.0,2,1,1,2,7,1,2,5,3,Version 3,.574998617172241,1,1,33,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,2,1,1,2,1.0,1.0,1.0
5259,33908,1,2.0,2,,7,4,10,2,2.0,3,4,4,3,3,1,3,1,2,Version 3,.44673153758049,2,1,9,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1,1,1,1,2,2.0,1.0,7.0
5260,33909,3,2.0,1,,8,4,1,4,2.0,1,2,5,1,2,1,3,2,3,Version 3,1.12625873088837,1,1,1,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,3,3,2,1,1,1.0,1.0,2.0
5261,33912,1,1.0,1,,6,7,5,1,2.0,4,1,1,3,5,2,2,3,3,Version 3,.291353821754456,3,2,11,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4,2.0,1.0,1,1,1,1,3,3.0,2.0,2.0
5262,33916,2,2.0,2,2.0,5,3,2,2,2.0,1,2,6,3,1,1,4,1,2,Version 3,.474867165088654,2,1,17,4.0,1.0,3.0,1.0,1.0,1.0,2.0,5,2.0,4.0,3,4,2,2,2,4.0,1.0,6.0
5264,33925,1,2.0,2,3.0,8,4,4,2,2.0,2,1,2,2,7,1,4,1,2,Version 3,1.18479752540588,2,1,18,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,2.0
5268,33933,2,2.0,2,1.0,5,3,1,2,2.0,3,3,4,1,4,1,4,1,2,Version 3,1.16654205322266,2,1,19,1.0,5.0,2.0,2.0,1.0,1.0,1.0,4,1.0,4.0,4,2,1,1,1,2.0,2.0,1.0
5273,33944,1,1.0,1,1.0,3,2,18,5,2.0,3,4,3,2,6,1,4,2,3,Version 3,.250747263431549,1,1,36,4.0,1.0,3.0,2.0,1.0,1.0,2.0,4,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
5275,33949,2,2.0,1,1.0,6,3,5,3,2.0,1,2,5,1,2,1,4,1,1,Version 3,.88462096452713,1,1,19,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,3,1,3,1,1,3.0,2.0,7.0
5284,33971,1,1.0,1,1.0,8,4,1,1,2.0,2,1,1,1,5,1,4,1,1,Version 3,.238656908273697,1,1,37,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,2.0
5291,33990,1,1.0,1,,2,5,1,5,2.0,5,3,3,1,4,2,3,2,3,Version 3,.281564682722092,3,2,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,1,1,2,1,1,3.0,2.0,3.0
5295,34003,1,,2,1.0,8,13,1,5,2.0,8,3,4,1,4,5,4,1,3,Version 3,.290149182081223,7,2,7,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,1,1,1,1,1,2.0,2.0,7.0
5296,34004,1,1.0,1,,3,6,5,2,2.0,4,1,1,1,5,2,3,1,3,Version 3,.318890511989594,3,2,38,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,2.0,3.0,1,2,1,2,2,3.0,1.0,3.0
5297,34005,1,1.0,1,,3,6,5,2,2.0,4,1,1,1,5,2,3,1,3,Version 3,.318890511989594,3,2,38,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,2.0,3.0,1,2,1,2,2,3.0,1.0,3.0
5298,34006,2,2.0,1,2.0,7,4,22,2,2.0,1,2,5,3,1,1,3,2,3,Version 3,2.24815988540649,1,1,8,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,3,4,2,2,1,3.0,1.0,7.0
5302,34016,1,1.0,1,,2,1,5,4,2.0,2,1,1,2,7,1,3,2,3,Version 3,.213157117366791,1,1,9,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,2.0
5304,34018,2,1.0,2,,2,1,10,2,2.0,1,2,6,3,1,1,3,1,2,Version 3,.258468508720398,2,1,9,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,4,3,3,2,3,2.0,1.0,2.0
5317,34049,1,1.0,2,1.0,8,12,1,1,1.0,6,1,2,3,5,1,4,1,3,Version 3,.756716907024384,6,2,37,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4,1.0,2.0,4,2,1,1,3,2.0,2.0,1.0
5319,34058,1,1.0,1,,7,8,4,3,2.0,4,1,1,1,5,2,3,1,3,Version 3,.575792610645294,3,2,38,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1,1,1,2,1,1.0,1.0,3.0
5329,34074,2,1.0,2,1.0,8,4,14,5,2.0,3,3,4,1,4,1,4,5,3,Version 3,1.34338891506195,2,1,36,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,2,2,1,2,1,2.0,1.0,2.0
5330,34077,1,1.0,1,1.0,3,2,1,4,2.0,3,3,3,1,4,1,4,1,1,Version 3,.115116655826569,1,1,37,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,1,2,1,1,2,1.0,2.0,2.0
5338,34095,1,1.0,1,,8,4,10,4,2.0,2,1,1,2,7,1,3,1,1,Version 3,.37996968626976,1,1,9,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,1,2,1.0,2.0,2.0
5339,34097,2,2.0,2,2.0,3,2,8,3,2.0,1,2,6,1,2,1,2,1,2,Version 3,3.3067889213562,2,1,20,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1,2.0,4.0,4,2,2,1,2,4.0,1.0,7.0
5340,34098,1,1.0,2,,3,2,5,3,2.0,3,3,4,1,4,1,2,3,3,Version 3,.389378786087036,2,1,11,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,1,1,1,1,1,4.0,2.0,7.0
5341,34099,1,1.0,2,,3,2,5,3,2.0,3,3,4,1,4,1,2,3,3,Version 3,.389378786087036,2,1,11,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,1,1,1,1,1,4.0,2.0,7.0
5348,34114,1,1.0,2,,6,7,1,3,2.0,4,1,2,1,5,2,3,2,3,Version 3,.173972845077515,4,2,9,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1,1.0,4.0,1,1,1,1,1,2.0,2.0,3.0
5350,34118,3,3.0,2,1.0,8,4,1,1,2.0,3,3,4,1,4,1,4,1,2,Version 3,.862170875072479,2,1,37,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4,1.0,2.0,2,2,1,1,3,2.0,2.0,1.0
5353,34126,1,1.0,1,1.0,5,3,18,2,2.0,3,3,3,2,6,1,4,2,3,Version 3,.250747263431549,1,1,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
5360,34137,1,,1,1.0,7,4,1,5,2.0,2,1,1,2,7,1,4,1,1,Version 3,.235307797789574,1,1,7,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,2.0
5365,34149,1,,2,1.0,1,5,1,2,2.0,4,1,2,2,7,2,4,1,3,Version 3,.177718952298164,4,2,7,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2.0,2.0,1,1,1,1,1,4.0,2.0,3.0
5371,34157,2,,2,2.0,6,3,4,1,2.0,3,4,4,3,3,1,2,5,3,Version 3,.585006654262543,2,1,23,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,3,3,2,2,3,2.0,1.0,3.0
5374,34162,2,2.0,1,,7,4,10,1,2.0,1,2,5,3,1,1,3,1,1,Version 3,.501099407672882,1,1,9,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,3,2,2,2,2,1.0,1.0,3.0
5379,34183,1,1.0,1,3.0,6,3,1,5,2.0,2,1,1,1,5,1,4,4,3,Version 3,.0819308683276176,1,1,43,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4,1.0,3.0,1,1,1,1,2,1.0,2.0,4.0
5382,34191,1,1.0,2,1.0,3,2,4,4,2.0,2,1,2,2,7,1,2,5,3,Version 3,.658089637756348,2,1,33,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4,1.0,2.0,1,1,1,1,2,2.0,2.0,2.0
5388,34200,1,1.0,1,1.0,2,1,12,5,2.0,2,1,1,2,7,1,2,2,3,Version 3,.288806617259979,1,1,20,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
5392,34209,1,3.0,1,1.0,7,4,1,4,2.0,2,1,1,1,5,1,4,1,1,Version 3,.613689184188843,1,1,37,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,4,1,1,1,2,1.0,2.0,1.0
5396,34214,2,2.0,2,2.0,5,3,8,4,2.0,1,2,6,1,2,1,2,1,2,Version 3,3.3067889213562,2,1,20,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,2.0,4.0,4,1,2,1,2,4.0,1.0,7.0
5399,34220,1,1.0,1,1.0,3,2,13,5,2.0,2,1,1,2,7,1,4,3,3,Version 3,.324213176965714,1,1,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
5400,34227,2,2.0,2,1.0,3,2,14,4,2.0,3,3,4,1,4,1,2,1,2,Version 3,.938006639480591,2,1,33,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2,1.0,4.0,2,2,1,1,2,2.0,2.0,3.0
5401,34228,2,2.0,1,,2,1,3,4,2.0,1,2,5,3,1,1,3,1,1,Version 3,.222696751356125,1,1,9,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1,1.0,3.0,3,3,2,1,1,1.0,1.0,3.0
5402,34229,2,2.0,1,2.0,7,4,6,1,2.0,3,3,3,3,3,1,3,1,1,Version 3,1.92181408405304,1,1,8,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,1.0,3,2,2,1,1,3.0,1.0,3.0
5405,34237,1,1.0,1,1.0,4,13,7,5,2.0,8,1,1,2,7,5,4,4,3,Version 3,.869491398334503,7,2,18,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
5407,34240,2,2.0,2,,5,3,10,4,2.0,1,2,6,3,1,1,3,1,2,Version 3,.330522447824478,2,1,9,1.0,4.0,4.0,1.0,1.0,2.0,1.0,3,1.0,4.0,3,2,2,2,3,2.0,1.0,2.0
5408,34241,2,,1,2.0,8,4,4,5,2.0,1,2,5,1,2,1,2,5,3,Version 3,.908625423908234,1,1,23,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,3,1,1,2,1,1.0,1.0,2.0
5421,34278,1,1.0,1,1.0,8,8,1,1,2.0,4,1,1,1,5,2,4,1,3,Version 3,1.46684598922729,3,2,19,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3,2.0,3.0,1,1,1,1,1,3.0,2.0,3.0
5422,34280,1,1.0,2,1.0,2,1,12,4,2.0,2,1,2,2,7,1,2,2,3,Version 3,.33054107427597,2,1,20,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,2.0,4.0
5428,34292,2,2.0,1,2.0,8,4,1,1,2.0,1,2,5,1,2,1,4,1,1,Version 3,.686206936836243,1,1,37,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,3,2,2,1,3,1.0,2.0,1.0
5430,34296,2,2.0,2,,3,2,3,3,2.0,3,3,4,1,4,1,3,1,2,Version 3,.334814935922623,2,1,9,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,4,2,1,2,2,2.0,1.0,3.0
5433,34304,2,2.0,1,2.0,4,2,8,2,2.0,1,2,5,1,2,1,2,1,1,Version 3,2.88927054405212,1,1,20,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4,1.0,1.0,3,3,2,2,2,1.0,1.0,3.0
5443,34330,1,,2,1.0,8,4,4,3,2.0,2,1,2,1,5,1,2,5,3,Version 3,.639777421951294,2,1,23,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,1.0
5444,34333,1,1.0,1,1.0,4,2,13,2,2.0,3,3,3,2,6,1,3,2,3,Version 3,1.15200638771057,1,1,8,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,3.0
5445,34335,1,1.0,2,1.0,6,3,5,3,2.0,2,1,2,1,5,1,4,1,2,Version 3,.545554280281067,2,1,36,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,1,1,2,4.0,1.0,1.0
5448,34344,1,1.0,1,1.0,7,4,14,1,2.0,2,1,1,1,5,1,2,1,1,Version 3,.906966686248779,1,1,33,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,1.0
5449,34348,1,1.0,1,1.0,6,7,3,1,2.0,4,1,1,1,5,2,4,3,3,Version 3,.312649309635162,3,2,36,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3,1.0,3.0,1,1,1,1,2,1.0,1.0,7.0
5455,34358,1,1.0,1,1.0,6,11,13,4,1.0,6,1,1,2,7,3,4,3,3,Version 3,.324213176965714,5,2,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1,1,1,1,1,1.0,2.0,1.0
5464,34378,1,1.0,1,,6,7,1,3,2.0,4,1,1,2,7,2,3,1,3,Version 3,.318890511989594,3,2,38,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,3.0
5474,34415,1,1.0,2,3.0,2,1,4,4,2.0,3,3,4,2,6,1,4,1,2,Version 3,.605764925479889,2,1,18,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,2.0,4.0
5480,34426,2,,2,2.0,8,4,4,2,2.0,3,4,4,3,3,1,2,5,3,Version 3,1.03992772102356,2,1,23,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4,1.0,2.0,3,4,2,2,4,2.0,2.0,3.0
5481,34428,1,1.0,1,1.0,4,2,1,5,2.0,3,3,3,2,6,1,4,1,1,Version 3,.115116655826569,1,1,37,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1,1,1,1,2,1.0,1.0,7.0
5487,34441,2,2.0,2,2.0,3,2,1,3,2.0,1,2,6,3,1,1,3,1,2,Version 3,1.30987215042114,2,1,8,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2,1.0,4.0,3,2,2,2,2,2.0,1.0,3.0
5493,34454,1,2.0,1,1.0,4,6,7,5,2.0,1,2,5,3,1,2,4,4,3,Version 3,.982956230640411,3,2,18,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,1.0,3.0
5495,34461,1,1.0,1,1.0,4,6,3,2,2.0,5,3,3,2,6,2,4,3,3,Version 3,.27973884344101,3,2,36,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,1,1,1,1,3.0,2.0,5.0
5503,34486,1,2.0,1,1.0,6,3,2,5,2.0,1,2,5,1,2,1,4,1,1,Version 3,.803869307041168,1,1,18,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,4,2,1,2,4,1.0,2.0,4.0
5506,34489,1,2.0,2,3.0,8,4,1,1,2.0,2,1,2,1,5,1,4,4,3,Version 3,.154931336641312,2,1,43,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,2.0,1,1,1,1,1,2.0,2.0,6.0
5520,34525,1,1.0,1,1.0,8,12,13,1,1.0,6,1,1,1,5,3,4,3,3,Version 3,.497207164764404,5,2,30,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,1.0
5524,34531,2,2.0,1,3.0,8,4,2,1,2.0,1,2,5,3,1,1,4,5,3,Version 3,.321356236934662,1,1,17,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4,1.0,1.0,1,2,2,2,1,1.0,1.0,2.0
5528,34541,1,2.0,1,1.0,6,3,5,4,2.0,3,3,3,3,3,1,4,1,1,Version 3,.791135013103485,1,1,19,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2,1.0,1.0,2,1,1,1,2,1.0,2.0,1.0
5541,34574,2,2.0,1,2.0,8,4,4,1,2.0,1,2,5,3,1,1,2,1,1,Version 3,1.41427886486053,1,1,20,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3,1.0,1.0,3,2,2,2,2,1.0,1.0,1.0
5543,34577,1,1.0,1,1.0,7,4,1,4,2.0,3,3,3,2,6,1,4,1,1,Version 3,.176540732383728,1,1,37,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,1.0
5545,34580,1,,1,1.0,8,4,4,1,2.0,2,1,1,3,5,1,2,5,3,Version 3,.558998465538025,1,1,23,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2.0,1.0,2,2,1,1,1,3.0,2.0,3.0
5546,34584,2,2.0,2,2.0,6,3,4,2,2.0,1,2,6,1,2,1,2,5,3,Version 3,1.0571186542511,2,1,33,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,3,2,2,1,1,4.0,1.0,2.0
5547,34585,2,2.0,2,2.0,6,3,4,2,2.0,1,2,6,1,2,1,2,5,3,Version 3,1.0571186542511,2,1,33,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,3,2,2,1,1,4.0,1.0,2.0
5559,34621,1,1.0,1,1.0,2,1,5,4,2.0,3,4,3,2,6,1,4,1,1,Version 3,.570959866046906,1,1,36,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1,2.0,3.0,1,2,1,1,1,3.0,2.0,7.0
5562,34633,1,2.0,2,1.0,6,3,5,5,2.0,3,3,4,1,4,1,4,1,2,Version 3,.975518643856049,2,1,19,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,2,2.0,2.0,1.0
5563,34634,1,2.0,2,1.0,6,3,5,5,2.0,3,3,4,1,4,1,4,1,2,Version 3,.975518643856049,2,1,19,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,2,2.0,2.0,1.0
5564,34635,2,,2,2.0,8,4,4,2,2.0,1,2,6,2,2,1,2,5,3,Version 3,1.03992772102356,2,1,23,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,3,2,2,2,2,2.0,1.0,2.0
5566,34637,1,1.0,1,1.0,8,4,1,5,2.0,2,1,1,1,5,1,4,1,1,Version 3,.176540732383728,1,1,37,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,2,1,3.0,2.0,1.0
5570,34644,1,1.0,1,1.0,2,9,13,5,1.0,6,1,1,2,7,3,3,2,3,Version 3,.900868833065033,5,2,8,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,2,1,3.0,1.0,7.0
5571,34647,1,1.0,1,1.0,7,4,14,4,2.0,2,1,1,1,5,1,4,5,3,Version 3,.788275361061096,1,1,36,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,2,1,1,1,1,3.0,1.0,1.0
5578,34661,1,,2,,4,2,1,1,2.0,3,4,4,1,4,1,3,5,3,Version 3,1.86933159828186,2,1,15,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1,1.0,4.0,2,3,1,2,3,2.0,1.0,2.0
5582,34666,1,1.0,1,1.0,8,8,3,1,2.0,4,1,1,3,5,2,4,3,3,Version 3,.479473114013672,3,2,36,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,1,1,1,1,1,1.0,2.0,3.0
5583,34669,1,,1,1.0,2,5,1,2,2.0,4,1,1,1,5,2,4,1,3,Version 3,.144128128886223,3,2,7,3.0,1.0,3.0,2.0,1.0,1.0,2.0,4,2.0,3.0,1,1,1,1,1,3.0,2.0,7.0
5585,34672,1,1.0,1,,6,7,1,5,2.0,4,1,1,2,7,2,3,1,3,Version 3,.318890511989594,3,2,38,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3,1.0,3.0,1,1,1,1,1,1.0,2.0,2.0
5597,34706,1,1.0,1,1.0,2,9,21,3,1.0,7,3,3,2,6,3,3,1,3,Version 3,.808943450450897,5,2,8,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,3.0,1,1,1,1,1,1.0,1.0,3.0
5605,34725,1,1.0,2,1.0,6,3,9,5,2.0,2,1,2,2,7,1,2,1,2,Version 3,1.09104335308075,2,1,33,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,1,1,1,1,2.0,2.0,7.0
5606,34726,1,1.0,1,1.0,3,6,18,5,2.0,4,1,1,1,5,2,4,2,3,Version 3,.283468723297119,3,2,36,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2,2.0,3.0,1,1,1,1,2,3.0,2.0,3.0
5615,34746,1,2.0,2,2.0,8,4,14,2,2.0,1,2,6,3,1,1,4,5,3,Version 3,.971992492675781,2,1,36,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1,1.0,4.0,3,2,2,2,4,2.0,1.0,2.0
5616,34749,2,,2,2.0,8,13,8,4,2.0,1,2,6,3,1,4,2,5,3,Version 3,1.69553446769714,7,2,23,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,3,4,2,2,4,2.0,1.0,2.0
5622,34759,2,2.0,2,2.0,6,3,4,1,2.0,1,2,6,3,1,1,2,1,2,Version 3,.91056501865387,2,1,20,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,4,3,2,2,3,2.0,1.0,3.0
5628,34774,1,1.0,2,1.0,8,4,3,4,2.0,2,1,2,2,7,1,3,2,3,Version 3,1.65976202487946,2,1,8,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,2,2.0,2.0,2.0
5631,34782,2,2.0,1,,2,1,3,4,2.0,1,2,5,3,1,1,3,1,1,Version 3,.222696751356125,1,1,9,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1,1.0,3.0,3,3,2,1,1,1.0,1.0,3.0
5638,34807,2,2.0,2,2.0,8,8,14,3,2.0,5,3,4,1,4,2,2,1,3,Version 3,1.26993155479431,4,2,33,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3,2.0,4.0,3,2,2,2,1,4.0,1.0,3.0
5639,34808,1,1.0,1,1.0,6,7,7,5,2.0,4,1,1,1,5,2,4,4,3,Version 3,.982956230640411,3,2,18,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,2,3.0,1.0,3.0
5642,34815,1,1.0,2,1.0,3,2,9,4,2.0,2,1,2,2,7,1,2,1,2,Version 3,1.09104335308075,2,1,33,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,7.0
5647,34827,1,,1,1.0,8,13,1,2,2.0,8,1,1,1,5,6,4,1,3,Version 3,.249356031417847,7,2,7,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,2.0
5654,34847,2,2.0,1,2.0,8,4,11,1,2.0,1,2,5,1,2,1,3,1,1,Version 3,2.97881197929382,1,1,8,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,3,2,2,1,1,1.0,2.0,1.0
5658,34858,1,1.0,2,1.0,1,1,12,2,2.0,2,1,2,2,7,1,2,2,3,Version 3,.33054107427597,2,1,20,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,4.0
5660,34864,2,2.0,2,,7,4,1,5,2.0,1,2,6,1,2,1,3,2,3,Version 3,1.12625873088837,2,1,1,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,4,2,1,2,2,2.0,1.0,2.0
5661,34865,2,2.0,2,,7,4,1,5,2.0,1,2,6,1,2,1,3,2,3,Version 3,1.12625873088837,2,1,1,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,4,2,1,2,2,2.0,1.0,2.0
5664,34870,1,1.0,2,1.0,1,1,12,2,2.0,2,1,2,2,7,1,2,3,3,Version 3,.449433267116547,2,1,33,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,1,1,1,1,1,4.0,2.0,7.0
5667,34878,2,2.0,2,2.0,2,1,8,4,2.0,1,2,6,3,1,1,2,1,2,Version 3,.827777087688446,2,1,20,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2,1.0,4.0,3,3,2,2,2,2.0,1.0,2.0
5671,34884,1,1.0,1,1.0,6,3,1,1,2.0,2,1,1,2,7,1,3,1,1,Version 3,.844804644584656,1,1,8,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,4,1,1,1,1,3.0,2.0,7.0
5677,34905,1,1.0,1,1.0,6,7,3,1,2.0,4,1,1,3,5,2,4,3,3,Version 3,.312649309635162,3,2,36,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2,2.0,3.0,1,1,1,1,1,3.0,2.0,3.0
5683,34919,1,1.0,1,1.0,8,4,4,1,2.0,2,1,1,1,5,1,2,1,1,Version 3,.880433261394501,1,1,20,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,1.0,2.0
5697,34942,2,2.0,1,2.0,8,4,11,2,2.0,3,3,3,3,3,1,3,1,1,Version 3,2.97881197929382,1,1,8,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,3,3,2,2,3,3.0,2.0,3.0
